n_rows,lambda_min_um_positive,lambda_max_um_positive,fnu_average_24um_mjy,fnu_average_250um_mjy,fnu_average_850um_mjy
13116,0.09144,243298.84375,1.4442518322671494,3.9999990077469834,0.09152988517109195
