band_um,N_wang_matched_total,N_wang_snr3_with_fsps,median_wang_mjy,median_fsps_mjy,median_log10_fsps_over_wang,mad_log10_fsps_over_wang,spearman_wang_vs_fsps,median_aless_mjy,median_log10_aless_over_wang,mad_log10_aless_over_wang,spearman_wang_vs_aless,median_aless_bright_mjy,median_log10_aless_bright_over_wang,mad_log10_aless_bright_over_wang,spearman_wang_vs_aless_bright,median_aless_faint_mjy,median_log10_aless_faint_over_wang,mad_log10_aless_faint_over_wang,spearman_wang_vs_aless_faint,median_hybrid50_mjy,median_log10_hybrid50_over_wang,mad_log10_hybrid50_over_wang,spearman_wang_vs_hybrid50
250,114048,6221,11.347938,7.751657459526285,-0.16262945828879025,0.3553045396726574,0.23513687325647878,5.973937942156007,-0.286383371001273,0.2407987318614319,0.31879798846466084,6.288953748005588,-0.2641977575917789,0.24159281578007374,0.3193332112933967,4.189339025203126,-0.4477991172280229,0.24665875857980568,0.3072546601665502,6.8574975370765925,-0.2155213472696418,0.26856581224955434,0.29425485744886554
