band_um,model,model_label,N_points,chi2_log,reduced_chi2_log,median_log10_model_over_obs,rms_log10_model_over_obs,mean_abs_log10_model_over_obs,area_scenario,area_deg2,external_source
500,resthybrid25,25% ALESS,13,79.83442191783456,6.141109378294966,0.5293150408639327,0.544788873462786,0.481316308949859,old_2deg2_counterfactual,2.0,Valiante et al. / Table 9 area-weighted GAMA9/12/15
500,resthybrid50,50% ALESS,13,108.32045788347601,8.33234291411354,0.3807811022302162,0.5809398519685582,0.5368009533143963,old_2deg2_counterfactual,2.0,Valiante et al. / Table 9 area-weighted GAMA9/12/15
500,resthybrid75,75% ALESS,13,147.2947710588305,11.330367004525423,0.22547549456679306,0.5402696875325123,0.48092131706352487,old_2deg2_counterfactual,2.0,Valiante et al. / Table 9 area-weighted GAMA9/12/15
500,wang_raw,Wang raw,4,130.22473430762938,32.556183576907344,-0.7569858424992284,0.7458754360242165,0.728085540801187,old_2deg2_counterfactual,2.0,Valiante et al. / Table 9 area-weighted GAMA9/12/15
all,aless,ALESS,13,211.91124750614657,16.300865192780506,-0.02052549465848763,,,old_2deg2_counterfactual,2.0,Valiante et al. / Table 9 area-weighted GAMA9/12/15
all,fsps_lirnorm,FSPS,13,163.3423812167531,12.564798555134853,0.6985161630057668,,,old_2deg2_counterfactual,2.0,Valiante et al. / Table 9 area-weighted GAMA9/12/15
all,resthybrid25,25% ALESS,13,79.83442191783456,6.141109378294966,0.5293150408639327,,,old_2deg2_counterfactual,2.0,Valiante et al. / Table 9 area-weighted GAMA9/12/15
all,resthybrid50,50% ALESS,13,108.32045788347601,8.33234291411354,0.3807811022302162,,,old_2deg2_counterfactual,2.0,Valiante et al. / Table 9 area-weighted GAMA9/12/15
all,resthybrid75,75% ALESS,13,147.2947710588305,11.330367004525423,0.22547549456679306,,,old_2deg2_counterfactual,2.0,Valiante et al. / Table 9 area-weighted GAMA9/12/15
all,wang_raw,Wang raw,4,130.22473430762938,32.556183576907344,-0.7569858424992284,,,old_2deg2_counterfactual,2.0,Valiante et al. / Table 9 area-weighted GAMA9/12/15
250,aless,ALESS,5,75.21421596909411,15.042843193818822,-0.5223184191760815,0.5059339154522601,0.4486084952361956,old_2deg2_counterfactual,2.0,Varnish et al. / Table 4 P(D) best-fit spline
250,fsps_lirnorm,FSPS,5,20.98258132748926,4.196516265497852,0.05983126282739304,0.3048588047648658,0.24168352257995424,old_2deg2_counterfactual,2.0,Varnish et al. / Table 4 P(D) best-fit spline
250,resthybrid25,25% ALESS,5,16.224318989321247,3.2448637978642494,-0.0940240081499899,0.2585019856035382,0.21728457221703074,old_2deg2_counterfactual,2.0,Varnish et al. / Table 4 P(D) best-fit spline
250,resthybrid50,50% ALESS,5,20.470290581805333,4.094058116361067,-0.2773417463428277,0.2398124771511517,0.21798360464552208,old_2deg2_counterfactual,2.0,Varnish et al. / Table 4 P(D) best-fit spline
250,resthybrid75,75% ALESS,5,42.7995194891678,8.55990389783356,-0.3198023007695424,0.3521552774770242,0.3102394776259077,old_2deg2_counterfactual,2.0,Varnish et al. / Table 4 P(D) best-fit spline
250,wang_raw,Wang raw,4,53.76591036521277,13.441477591303192,-0.4808041282554205,0.6538960031614564,0.5924210381797234,old_2deg2_counterfactual,2.0,Varnish et al. / Table 4 P(D) best-fit spline
350,aless,ALESS,5,57.122094011838,11.424418802367601,-0.5177195342687695,0.5568844008822965,0.4445501127012358,old_2deg2_counterfactual,2.0,Varnish et al. / Table 4 P(D) best-fit spline
350,fsps_lirnorm,FSPS,5,32.30358886252832,6.460717772505665,0.13282402616872158,0.4215238321721952,0.32076912218866493,old_2deg2_counterfactual,2.0,Varnish et al. / Table 4 P(D) best-fit spline
350,resthybrid25,25% ALESS,5,21.211304128968546,4.242260825793709,-0.06841965484162241,0.31037169038607776,0.216256810938372,old_2deg2_counterfactual,2.0,Varnish et al. / Table 4 P(D) best-fit spline
350,resthybrid50,50% ALESS,5,24.05998420696693,4.811996841393386,-0.23061900605615115,0.3933380921343482,0.38031380251847385,old_2deg2_counterfactual,2.0,Varnish et al. / Table 4 P(D) best-fit spline
350,resthybrid75,75% ALESS,5,38.891693150693385,7.778338630138677,-0.3519938214377995,0.4918288074668047,0.47290508685530364,old_2deg2_counterfactual,2.0,Varnish et al. / Table 4 P(D) best-fit spline
350,wang_raw,Wang raw,3,31.39540423076552,10.465134743588507,-0.5060771427869284,0.49134329456617604,0.48968997763378413,old_2deg2_counterfactual,2.0,Varnish et al. / Table 4 P(D) best-fit spline
500,aless,ALESS,5,57.064308865094375,11.412861773018875,-0.499439106181654,0.6297924444184585,0.6126502715327432,old_2deg2_counterfactual,2.0,Varnish et al. / Table 4 P(D) best-fit spline
500,fsps_lirnorm,FSPS,5,74.8639553341443,14.972791066828858,0.397511637910643,0.7292713121233196,0.5831126639108875,old_2deg2_counterfactual,2.0,Varnish et al. / Table 4 P(D) best-fit spline
500,resthybrid25,25% ALESS,5,26.136610793001207,5.227322158600241,0.15158369727781162,0.5433317493031019,0.3744770390304587,old_2deg2_counterfactual,2.0,Varnish et al. / Table 4 P(D) best-fit spline
500,resthybrid50,50% ALESS,5,20.46592503548031,4.0931850070960625,-0.11565267324856471,0.531180038612383,0.41874398611228203,old_2deg2_counterfactual,2.0,Varnish et al. / Table 4 P(D) best-fit spline
500,resthybrid75,75% ALESS,5,30.718928291960143,6.143785658392028,-0.4208741333505641,0.518849708463003,0.4951822684646615,old_2deg2_counterfactual,2.0,Varnish et al. / Table 4 P(D) best-fit spline
500,wang_raw,Wang raw,3,28.92038211946771,9.640127373155904,-0.4701082661759729,0.5102500949970651,0.49349705163673896,old_2deg2_counterfactual,2.0,Varnish et al. / Table 4 P(D) best-fit spline
all,aless,ALESS,15,189.4006188460265,12.626707923068434,-0.5177195342687695,,,old_2deg2_counterfactual,2.0,Varnish et al. / Table 4 P(D) best-fit spline
all,fsps_lirnorm,FSPS,15,128.15012552416187,8.54334170161079,0.13282402616872158,,,old_2deg2_counterfactual,2.0,Varnish et al. / Table 4 P(D) best-fit spline
all,resthybrid25,25% ALESS,15,63.57223391129101,4.238148927419401,-0.06841965484162241,,,old_2deg2_counterfactual,2.0,Varnish et al. / Table 4 P(D) best-fit spline
all,resthybrid50,50% ALESS,15,64.99619982425257,4.3330799882835045,-0.23061900605615115,,,old_2deg2_counterfactual,2.0,Varnish et al. / Table 4 P(D) best-fit spline
all,resthybrid75,75% ALESS,15,112.41014093182133,7.494009395454755,-0.3519938214377995,,,old_2deg2_counterfactual,2.0,Varnish et al. / Table 4 P(D) best-fit spline
all,wang_raw,Wang raw,10,114.08169671544601,11.408169671544602,-0.4808041282554205,,,old_2deg2_counterfactual,2.0,Varnish et al. / Table 4 P(D) best-fit spline
250,aless,ALESS,13,276.6760575677848,21.28277365906037,-0.45500110681485556,0.49565542061809387,0.465997571746395,wang_farmer_1p278deg2,1.278,Clements et al. / Table 1
250,fsps_lirnorm,FSPS,13,96.69391820704195,7.4379937082339955,0.2999971873722032,0.3684376824017009,0.3003091687757608,wang_farmer_1p278deg2,1.278,Clements et al. / Table 1
250,resthybrid25,25% ALESS,13,23.453126655544796,1.804086665811138,0.0916180454569106,0.21602703943849427,0.1476440497016039,wang_farmer_1p278deg2,1.278,Clements et al. / Table 1
250,resthybrid50,50% ALESS,13,49.40184206624599,3.8001416974035376,-0.17088004219563907,0.22996392881304065,0.20768570992851768,wang_farmer_1p278deg2,1.278,Clements et al. / Table 1
250,resthybrid75,75% ALESS,13,170.27964918390344,13.098434552607957,-0.39696864541394616,0.3778617409548168,0.34173688828044946,wang_farmer_1p278deg2,1.278,Clements et al. / Table 1
250,wang_raw,Wang raw,11,137.77388955204498,12.524899050185907,-0.39687105919382293,0.5106081611571698,0.47699667460645395,wang_farmer_1p278deg2,1.278,Clements et al. / Table 1
350,aless,ALESS,12,185.58485621000614,15.465404684167178,-0.2991013431120226,0.4853632291401637,0.3919048490244775,wang_farmer_1p278deg2,1.278,Clements et al. / Table 1
350,fsps_lirnorm,FSPS,12,159.39710171521702,13.283091809601418,0.40737265846562554,0.5568342754726974,0.48110496994160884,wang_farmer_1p278deg2,1.278,Clements et al. / Table 1
350,resthybrid25,25% ALESS,12,55.491946982143695,4.6243289151786415,0.15804071709366888,0.36046748144053464,0.26473910899093384,wang_farmer_1p278deg2,1.278,Clements et al. / Table 1
350,resthybrid50,50% ALESS,12,67.16828518985143,5.597357099154286,0.04242913482633705,0.3905624789725583,0.33142293328576233,wang_farmer_1p278deg2,1.278,Clements et al. / Table 1
350,resthybrid75,75% ALESS,12,125.96647419145388,10.497206182621158,-0.19659433581014196,0.46383313910395024,0.41396685311897646,wang_farmer_1p278deg2,1.278,Clements et al. / Table 1
350,wang_raw,Wang raw,6,99.08696915891092,16.514494859818488,-0.45080220416953853,0.4674304457159478,0.4649790966220684,wang_farmer_1p278deg2,1.278,Clements et al. / Table 1
500,aless,ALESS,10,17.121852191655304,1.7121852191655305,-0.09543593646579063,0.3860489635382557,0.3143148174202389,wang_farmer_1p278deg2,1.278,Clements et al. / Table 1
500,fsps_lirnorm,FSPS,10,176.12433540746687,17.612433540746686,0.6938132103721582,0.7932578604817159,0.7601454812521768,wang_farmer_1p278deg2,1.278,Clements et al. / Table 1
500,resthybrid25,25% ALESS,10,83.60367221544246,8.360367221544246,0.5916181277028028,0.6100623426050156,0.5679677223956421,wang_farmer_1p278deg2,1.278,Clements et al. / Table 1
500,resthybrid50,50% ALESS,10,39.54691934847944,3.9546919348479443,0.41289456125688984,0.5261961051982796,0.43838872064605694,wang_farmer_1p278deg2,1.278,Clements et al. / Table 1
500,resthybrid75,75% ALESS,10,22.502890500042586,2.2502890500042585,0.2220957759382559,0.41333836705687865,0.3594976498153291,wang_farmer_1p278deg2,1.278,Clements et al. / Table 1
all,aless,ALESS,35,479.38276596944627,13.696650456269893,-0.2991013431120226,,,wang_farmer_1p278deg2,1.278,Clements et al. / Table 1
all,fsps_lirnorm,FSPS,35,432.21535532972587,12.349010152277883,0.40737265846562554,,,wang_farmer_1p278deg2,1.278,Clements et al. / Table 1
all,resthybrid25,25% ALESS,35,162.54874585313095,4.644249881518027,0.15804071709366888,,,wang_farmer_1p278deg2,1.278,Clements et al. / Table 1
all,resthybrid50,50% ALESS,35,156.11704660457687,4.460487045845054,0.04242913482633705,,,wang_farmer_1p278deg2,1.278,Clements et al. / Table 1
all,resthybrid75,75% ALESS,35,318.74901387539995,9.107114682154284,-0.19659433581014196,,,wang_farmer_1p278deg2,1.278,Clements et al. / Table 1
all,wang_raw,Wang raw,17,236.86085871095588,13.932991688879758,-0.39687105919382293,,,wang_farmer_1p278deg2,1.278,Clements et al. / Table 1
250,aless,ALESS,4,60.70011173053238,15.175027932633094,-0.39058850752266294,0.811827685104484,0.6784334318697094,wang_farmer_1p278deg2,1.278,Glenn et al. / Table 4 P(D) spline no FIRAS
250,fsps_lirnorm,FSPS,4,50.41264006110139,12.603160015275348,0.2873349844674603,1.0144882936228101,0.6427531734855156,wang_farmer_1p278deg2,1.278,Glenn et al. / Table 4 P(D) spline no FIRAS
250,resthybrid25,25% ALESS,4,32.872162202226384,8.218040550556596,0.11265733816039564,0.9332452238460751,0.5414186706781285,wang_farmer_1p278deg2,1.278,Glenn et al. / Table 4 P(D) spline no FIRAS
250,resthybrid50,50% ALESS,4,21.76043892140882,5.440109730352205,-0.04447009799400457,0.7787262028640181,0.4521044186205846,wang_farmer_1p278deg2,1.278,Glenn et al. / Table 4 P(D) spline no FIRAS
250,resthybrid75,75% ALESS,4,35.809440969849774,8.952360242462444,-0.2000029289269188,0.7869780514919946,0.5550508352740025,wang_farmer_1p278deg2,1.278,Glenn et al. / Table 4 P(D) spline no FIRAS
250,wang_raw,Wang raw,3,18.598648391740323,6.199549463913441,-0.1912212741162419,0.4611257632542071,0.3739569622165954,wang_farmer_1p278deg2,1.278,Glenn et al. / Table 4 P(D) spline no FIRAS
350,aless,ALESS,4,41.66943514023244,10.41735878505811,-0.19053517192062885,0.3921319127479863,0.312862309624922,wang_farmer_1p278deg2,1.278,Glenn et al. / Table 4 P(D) spline no FIRAS
350,fsps_lirnorm,FSPS,4,42.0555720081032,10.5138930020258,0.5356618057634535,0.598362287005492,0.5315729634765664,wang_farmer_1p278deg2,1.278,Glenn et al. / Table 4 P(D) spline no FIRAS
350,resthybrid25,25% ALESS,4,16.989771483764212,4.247442870941053,0.1985542575332641,0.37207052798946033,0.28614366172343964,wang_farmer_1p278deg2,1.278,Glenn et al. / Table 4 P(D) spline no FIRAS
350,resthybrid50,50% ALESS,4,15.494849976166957,3.8737124940417393,0.23195602992020475,0.4376691672669995,0.3566519322103675,wang_farmer_1p278deg2,1.278,Glenn et al. / Table 4 P(D) spline no FIRAS
350,resthybrid75,75% ALESS,4,26.918446543197497,6.729611635799374,0.022467693513372494,0.4790983867184037,0.4366291173811837,wang_farmer_1p278deg2,1.278,Glenn et al. / Table 4 P(D) spline no FIRAS
350,wang_raw,Wang raw,2,8.658144663389281,4.329072331694641,-0.2187664933740253,0.24398796451268748,0.2187664933740253,wang_farmer_1p278deg2,1.278,Glenn et al. / Table 4 P(D) spline no FIRAS
500,aless,ALESS,3,32.792391034356285,10.930797011452094,-0.5363595926589024,0.46148575004263953,0.4116927013732605,wang_farmer_1p278deg2,1.278,Glenn et al. / Table 4 P(D) spline no FIRAS
500,fsps_lirnorm,FSPS,3,41.16243968384583,13.72081322794861,0.5503393659996714,0.6270403494840802,0.5730423009226916,wang_farmer_1p278deg2,1.278,Glenn et al. / Table 4 P(D) spline no FIRAS
500,resthybrid25,25% ALESS,3,23.931909473430665,7.977303157810222,0.36868777428696703,0.5332481614398399,0.43401965505624435,wang_farmer_1p278deg2,1.278,Glenn et al. / Table 4 P(D) spline no FIRAS
500,resthybrid50,50% ALESS,3,11.084565404496917,3.6948551348323058,0.08871184899891703,0.4037928069803224,0.3042819400243333,wang_farmer_1p278deg2,1.278,Glenn et al. / Table 4 P(D) spline no FIRAS
500,resthybrid75,75% ALESS,3,16.379403202208707,5.4598010674029025,-0.1256912778027685,0.3898699003767162,0.35064864944826707,wang_farmer_1p278deg2,1.278,Glenn et al. / Table 4 P(D) spline no FIRAS
500,wang_raw,Wang raw,2,6.1746200375623035,3.0873100187811517,-0.20932503239077613,0.21793212355708325,0.20932503239077613,wang_farmer_1p278deg2,1.278,Glenn et al. / Table 4 P(D) spline no FIRAS
all,aless,ALESS,11,135.1619379051211,12.287448900465556,-0.39058850752266294,,,wang_farmer_1p278deg2,1.278,Glenn et al. / Table 4 P(D) spline no FIRAS
all,fsps_lirnorm,FSPS,11,133.63065175305042,12.148241068459129,0.5356618057634535,,,wang_farmer_1p278deg2,1.278,Glenn et al. / Table 4 P(D) spline no FIRAS
all,resthybrid25,25% ALESS,11,73.79384315942126,6.708531196311023,0.1985542575332641,,,wang_farmer_1p278deg2,1.278,Glenn et al. / Table 4 P(D) spline no FIRAS
all,resthybrid50,50% ALESS,11,48.339854302072695,4.394532209279336,0.08871184899891703,,,wang_farmer_1p278deg2,1.278,Glenn et al. / Table 4 P(D) spline no FIRAS
all,resthybrid75,75% ALESS,11,79.10729071525597,7.191571883205088,-0.1256912778027685,,,wang_farmer_1p278deg2,1.278,Glenn et al. / Table 4 P(D) spline no FIRAS
all,wang_raw,Wang raw,7,33.43141309269191,4.775916156098845,-0.20932503239077613,,,wang_farmer_1p278deg2,1.278,Glenn et al. / Table 4 P(D) spline no FIRAS
250,aless,ALESS,5,22.126875929208083,4.425375185841617,-0.4649097593413546,0.40441342637781175,0.3608272676894907,wang_farmer_1p278deg2,1.278,Oliver et al. / Table 2
250,fsps_lirnorm,FSPS,5,10.090590512138727,2.0181181024277453,0.23283085306172202,0.29318427129437535,0.27358789965497643,wang_farmer_1p278deg2,1.278,Oliver et al. / Table 2
250,resthybrid25,25% ALESS,5,3.91723010628795,0.78344602125759,0.09748545559768146,0.19411887887166637,0.13247618003531442,wang_farmer_1p278deg2,1.278,Oliver et al. / Table 2
250,resthybrid50,50% ALESS,5,2.5700165315814107,0.5140033063162821,-0.1425554156837449,0.14198180734273874,0.13104281265096301,wang_farmer_1p278deg2,1.278,Oliver et al. / Table 2
250,resthybrid75,75% ALESS,5,10.691550339176983,2.1383100678353966,-0.26027225448827457,0.2726714513619694,0.23102163986121488,wang_farmer_1p278deg2,1.278,Oliver et al. / Table 2
250,wang_raw,Wang raw,4,13.297975781198131,3.324493945299533,-0.2946113795089165,0.4527039784660157,0.35183051369835605,wang_farmer_1p278deg2,1.278,Oliver et al. / Table 2
350,aless,ALESS,5,13.334098482427526,2.666819696485505,-0.3517415271060137,0.3893613726317826,0.3617193596488354,wang_farmer_1p278deg2,1.278,Oliver et al. / Table 2
350,fsps_lirnorm,FSPS,5,22.732936746837243,4.5465873493674485,0.4220915407713782,0.49201864261118633,0.45832505319962635,wang_farmer_1p278deg2,1.278,Oliver et al. / Table 2
350,resthybrid25,25% ALESS,5,4.83630526055353,0.967261052110706,0.2892605642771401,0.26728942732777305,0.23905227570200277,wang_farmer_1p278deg2,1.278,Oliver et al. / Table 2
350,resthybrid50,50% ALESS,5,4.921447513891236,0.9842895027782472,0.1020014625963358,0.24831521089415837,0.19552550895726634,wang_farmer_1p278deg2,1.278,Oliver et al. / Table 2
350,resthybrid75,75% ALESS,5,11.260663596710074,2.252132719342015,-0.1499891333678921,0.34704437991083,0.29434343400093577,wang_farmer_1p278deg2,1.278,Oliver et al. / Table 2
350,wang_raw,Wang raw,3,5.180421180421658,1.7268070601405527,-0.2640952303802052,0.342295589386185,0.2870555759196716,wang_farmer_1p278deg2,1.278,Oliver et al. / Table 2
500,aless,ALESS,5,10.956758440298527,2.1913516880597053,-0.3671658781233516,0.5276383966774797,0.4539790480664568,wang_farmer_1p278deg2,1.278,Oliver et al. / Table 2
500,fsps_lirnorm,FSPS,5,19.109418588379125,3.821883717675825,0.5185902962249841,0.675699953680056,0.6230306005504198,wang_farmer_1p278deg2,1.278,Oliver et al. / Table 2
500,resthybrid25,25% ALESS,5,8.11192751629833,1.622385503259666,0.3202673538664004,0.4815495579088685,0.4209327451028984,wang_farmer_1p278deg2,1.278,Oliver et al. / Table 2
500,resthybrid50,50% ALESS,5,7.713256590001261,1.5426513180002521,0.16013487309389818,0.46739915256878584,0.3329262536920676,wang_farmer_1p278deg2,1.278,Oliver et al. / Table 2
500,resthybrid75,75% ALESS,5,5.427573750802502,1.0855147501605003,-0.12294276185078931,0.3971950501044706,0.3251909549755624,wang_farmer_1p278deg2,1.278,Oliver et al. / Table 2
500,wang_raw,Wang raw,2,2.9200583174601586,1.4600291587300793,-0.2454522370667529,0.33228971871986174,0.2454522370667529,wang_farmer_1p278deg2,1.278,Oliver et al. / Table 2
all,aless,ALESS,15,46.41773285193414,3.094515523462276,-0.3671658781233516,,,wang_farmer_1p278deg2,1.278,Oliver et al. / Table 2
all,fsps_lirnorm,FSPS,15,51.9329458473551,3.4621963898236734,0.4220915407713782,,,wang_farmer_1p278deg2,1.278,Oliver et al. / Table 2
all,resthybrid25,25% ALESS,15,16.86546288313981,1.1243641922093206,0.2892605642771401,,,wang_farmer_1p278deg2,1.278,Oliver et al. / Table 2
all,resthybrid50,50% ALESS,15,15.204720635473908,1.0136480423649272,0.1020014625963358,,,wang_farmer_1p278deg2,1.278,Oliver et al. / Table 2
all,resthybrid75,75% ALESS,15,27.37978768668956,1.8253191791126373,-0.1499891333678921,,,wang_farmer_1p278deg2,1.278,Oliver et al. / Table 2
all,wang_raw,Wang raw,9,21.398455279079947,2.377606142119994,-0.2640952303802052,,,wang_farmer_1p278deg2,1.278,Oliver et al. / Table 2
250,aless,ALESS,17,289.8621937332877,17.05071727842869,-0.43652172056678307,0.4697027648134428,0.4331271413051967,wang_farmer_1p278deg2,1.278,Pearson et al. / Table 3 SUSSEXtractor
250,fsps_lirnorm,FSPS,17,76.9664812420054,4.527440073059141,0.1762592497705896,0.22845086743589896,0.1904089315561478,wang_farmer_1p278deg2,1.278,Pearson et al. / Table 3 SUSSEXtractor
250,resthybrid25,25% ALESS,17,55.07888411679132,3.2399343598112544,0.05494912602793817,0.17435989156759824,0.12551785525919784,wang_farmer_1p278deg2,1.278,Pearson et al. / Table 3 SUSSEXtractor
250,resthybrid50,50% ALESS,17,84.79083470716971,4.987696159245277,-0.15420201638832345,0.23016358566513373,0.19752795089955946,wang_farmer_1p278deg2,1.278,Pearson et al. / Table 3 SUSSEXtractor
250,resthybrid75,75% ALESS,17,175.21108246266508,10.306534262509711,-0.3651664083466438,0.3560283528157565,0.32226236335383734,wang_farmer_1p278deg2,1.278,Pearson et al. / Table 3 SUSSEXtractor
250,wang_raw,Wang raw,17,112.25952386516818,6.603501403833422,-0.24172619957042674,0.38960674019634156,0.31446409252595,wang_farmer_1p278deg2,1.278,Pearson et al. / Table 3 SUSSEXtractor
350,aless,ALESS,15,355.4864605895457,23.69909737263638,-0.522698877937778,0.5890711163755604,0.5468880192375619,wang_farmer_1p278deg2,1.278,Pearson et al. / Table 3 SUSSEXtractor
350,fsps_lirnorm,FSPS,15,139.21919436811288,9.28127962454086,0.18158091388563602,0.35403276860223376,0.26274908587647267,wang_farmer_1p278deg2,1.278,Pearson et al. / Table 3 SUSSEXtractor
350,resthybrid25,25% ALESS,15,104.82164108644234,6.988109405762823,0.04911335351235621,0.3021915188117309,0.21043363745353802,wang_farmer_1p278deg2,1.278,Pearson et al. / Table 3 SUSSEXtractor
350,resthybrid50,50% ALESS,15,135.93218979130515,9.06214598608701,-0.10715847161141212,0.3341201663009964,0.27451393817753894,wang_farmer_1p278deg2,1.278,Pearson et al. / Table 3 SUSSEXtractor
350,resthybrid75,75% ALESS,15,237.4556472347374,15.830376482315826,-0.33720869015710636,0.45246819282681633,0.4076953021789826,wang_farmer_1p278deg2,1.278,Pearson et al. / Table 3 SUSSEXtractor
350,wang_raw,Wang raw,13,154.7218150883275,11.901678083717501,-0.34005263900816973,0.4629732734508223,0.3915700359087975,wang_farmer_1p278deg2,1.278,Pearson et al. / Table 3 SUSSEXtractor
500,aless,ALESS,12,182.30991724207723,15.192493103506436,-0.5253826811243832,0.6096502947539235,0.5240284302604511,wang_farmer_1p278deg2,1.278,Pearson et al. / Table 3 SUSSEXtractor
500,fsps_lirnorm,FSPS,12,144.77934972275406,12.064945810229505,0.3378599468142961,0.4735028792641028,0.3809512885649966,wang_farmer_1p278deg2,1.278,Pearson et al. / Table 3 SUSSEXtractor
500,resthybrid25,25% ALESS,12,81.76496156189395,6.813746796824496,0.1278550425944477,0.3669028431628127,0.27228227744296163,wang_farmer_1p278deg2,1.278,Pearson et al. / Table 3 SUSSEXtractor
500,resthybrid50,50% ALESS,12,63.467178564749126,5.288931547062427,-0.0922819137182763,0.32734868206548345,0.27896804868956965,wang_farmer_1p278deg2,1.278,Pearson et al. / Table 3 SUSSEXtractor
500,resthybrid75,75% ALESS,12,103.16624098233763,8.597186748528136,-0.3383649983782538,0.4497668091493336,0.3932395747545117,wang_farmer_1p278deg2,1.278,Pearson et al. / Table 3 SUSSEXtractor
500,wang_raw,Wang raw,9,93.30552195416091,10.36728021712899,-0.18039290083533574,0.5098123015830646,0.4158913113224405,wang_farmer_1p278deg2,1.278,Pearson et al. / Table 3 SUSSEXtractor
all,aless,ALESS,44,827.6585715649107,18.8104220810207,-0.522698877937778,,,wang_farmer_1p278deg2,1.278,Pearson et al. / Table 3 SUSSEXtractor
all,fsps_lirnorm,FSPS,44,360.9650253328723,8.203750575747097,0.18158091388563602,,,wang_farmer_1p278deg2,1.278,Pearson et al. / Table 3 SUSSEXtractor
all,resthybrid25,25% ALESS,44,241.6654867651276,5.492397426480173,0.05494912602793817,,,wang_farmer_1p278deg2,1.278,Pearson et al. / Table 3 SUSSEXtractor
all,resthybrid50,50% ALESS,44,284.190203063224,6.4588682514369085,-0.10715847161141212,,,wang_farmer_1p278deg2,1.278,Pearson et al. / Table 3 SUSSEXtractor
all,resthybrid75,75% ALESS,44,515.8329706797401,11.72347660635773,-0.3383649983782538,,,wang_farmer_1p278deg2,1.278,Pearson et al. / Table 3 SUSSEXtractor
all,wang_raw,Wang raw,39,360.28686090765655,9.23812463865786,-0.24172619957042674,,,wang_farmer_1p278deg2,1.278,Pearson et al. / Table 3 SUSSEXtractor
250,aless,ALESS,12,114.60060591694837,9.55005049307903,-0.47834272193483074,0.508747687531687,0.4608034296300647,wang_farmer_1p278deg2,1.278,Pearson et al. / Table 4 XID
250,fsps_lirnorm,FSPS,12,7.66988354067476,0.6391569617228966,0.06625828136404632,0.14580448250944741,0.10951283017698445,wang_farmer_1p278deg2,1.278,Pearson et al. / Table 4 XID
250,resthybrid25,25% ALESS,12,7.122929265722364,0.593577438810197,-0.03711710134356616,0.11690727325391023,0.10276516543456975,wang_farmer_1p278deg2,1.278,Pearson et al. / Table 4 XID
250,resthybrid50,50% ALESS,12,22.279708056508266,1.8566423380423556,-0.160381186346327,0.21419605178019782,0.18553416765254283,wang_farmer_1p278deg2,1.278,Pearson et al. / Table 4 XID
250,resthybrid75,75% ALESS,12,60.32623156449572,5.027185963707977,-0.3299867281517831,0.3615590786907149,0.3219616709582203,wang_farmer_1p278deg2,1.278,Pearson et al. / Table 4 XID
250,wang_raw,Wang raw,12,46.103158476642776,3.8419298730535645,-0.3152692145142003,0.5026690068611523,0.38517353397226306,wang_farmer_1p278deg2,1.278,Pearson et al. / Table 4 XID
350,aless,ALESS,10,154.50778557177273,15.450778557177273,-0.6415492760563979,0.6217550009230324,0.5749401156150682,wang_farmer_1p278deg2,1.278,Pearson et al. / Table 4 XID
350,fsps_lirnorm,FSPS,10,27.014056009283113,2.7014056009283114,0.12580969114246887,0.19269258670337755,0.16034631948434175,wang_farmer_1p278deg2,1.278,Pearson et al. / Table 4 XID
350,resthybrid25,25% ALESS,10,15.231695399222515,1.5231695399222516,-0.015095188544294202,0.1460437799850186,0.11606240444021534,wang_farmer_1p278deg2,1.278,Pearson et al. / Table 4 XID
350,resthybrid50,50% ALESS,10,28.285210903891503,2.8285210903891502,-0.2091430007155809,0.2658173930599761,0.23491036259398687,wang_farmer_1p278deg2,1.278,Pearson et al. / Table 4 XID
350,resthybrid75,75% ALESS,10,80.10190623640759,8.010190623640758,-0.43543774126545787,0.44280507993738083,0.39130261641126335,wang_farmer_1p278deg2,1.278,Pearson et al. / Table 4 XID
350,wang_raw,Wang raw,10,41.01850462671185,4.101850462671186,-0.26676643663764865,0.3608388612436389,0.31087739163279193,wang_farmer_1p278deg2,1.278,Pearson et al. / Table 4 XID
500,aless,ALESS,7,126.33436305930314,18.04776615132902,-0.6607330254091404,0.7592453830722372,0.726637281772515,wang_farmer_1p278deg2,1.278,Pearson et al. / Table 4 XID
500,fsps_lirnorm,FSPS,7,25.12611031466577,3.5894443306665385,0.2346403826288062,0.2517625320734596,0.2112482467022356,wang_farmer_1p278deg2,1.278,Pearson et al. / Table 4 XID
500,resthybrid25,25% ALESS,7,8.674119993099573,1.2391599990142248,0.039104908296133556,0.16562964369907468,0.13823430856108632,wang_farmer_1p278deg2,1.278,Pearson et al. / Table 4 XID
500,resthybrid50,50% ALESS,7,16.05721789116392,2.293888270166274,-0.1338378137428265,0.2868252743722614,0.2308611085517825,wang_farmer_1p278deg2,1.278,Pearson et al. / Table 4 XID
500,resthybrid75,75% ALESS,7,55.30724886047267,7.901035551496095,-0.4091589129273978,0.5008276635047787,0.45947497490845063,wang_farmer_1p278deg2,1.278,Pearson et al. / Table 4 XID
500,wang_raw,Wang raw,7,42.55340560022521,6.079057942889316,-0.3316955655355522,0.48532725777999164,0.4122349579899088,wang_farmer_1p278deg2,1.278,Pearson et al. / Table 4 XID
