external_source,paper,method_or_table,band_um,flux_mjy,flux_regime,model_label,observed_euclidean_jy15_deg2,model_euclidean_jy15_deg2,log10_model_over_obs,sigma_log,chi2_log
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,14.1,10-30 mJy,Casey T30K a=2.5,3.7703932763566073,8.929495924542145,0.37444029110741506,0.09340074369539658,16.071798539185515
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,16.1,10-30 mJy,Casey T30K a=2.5,6.604377338859135,8.74292680643164,0.12182496403268128,0.08830650050374618,1.9032122954709079
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,18.4,10-30 mJy,Casey T30K a=2.5,5.841070414614741,8.281187889910138,0.15160019662936663,0.08956678835577647,2.864873997528564
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,21.1,10-30 mJy,Casey T30K a=2.5,6.066960714634062,7.571418439498687,0.09620606565433798,0.09000969529084552,1.1424213903610028
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,24.2,10-30 mJy,Casey T30K a=2.5,9.714824156609186,6.921770173196584,-0.1472177689372588,0.08766787873045921,2.819937397748027
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,27.7,10-30 mJy,Casey T30K a=2.5,8.074446365978476,6.005199089027694,-0.1285853440603124,0.09032749831016995,2.026483061272862
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,31.7,30-100 mJy,Casey T30K a=2.5,6.621331152421351,5.182481029158072,-0.10640758777755943,0.09423869581653035,1.2749309425400146
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,36.3,30-100 mJy,Casey T30K a=2.5,7.0448875060183465,4.412336801263398,-0.2032054071325462,0.09628189068797074,4.45431883518296
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,41.6,30-100 mJy,Casey T30K a=2.5,6.452659973174515,3.6376399786101814,-0.24891906606664405,0.10112857841737988,6.058547554255465
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,47.6,30-100 mJy,Casey T30K a=2.5,3.874620698369786,3.0055525142622472,-0.11030487360934405,0.11641241462678764,0.8978231674100593
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,54.5,30-100 mJy,Casey T30K a=2.5,4.821240731755657,2.4088260511599473,-0.3013533776250396,0.1189264526780205,6.420889514191862
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,62.4,30-100 mJy,Casey T30K a=2.5,3.782049023180632,1.904617641393181,-0.2979193512643241,0.1355568876894634,4.830079165739903
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,71.4,30-100 mJy,Casey T30K a=2.5,2.714825725136257,1.5438021302951166,-0.24515031994700448,0.16139088746885324,2.3073151054248755
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,81.8,30-100 mJy,Casey T30K a=2.5,2.1318457269627262,1.7004980695590224,-0.09817963011085673,0.19031363146468483,0.26613561107434813
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,93.7,30-100 mJy,Casey T30K a=2.5,1.5267101769749332,1.8728876882932928,0.08875513417249212,0.24241549349166067,0.13404981620843726
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,10.8,10-30 mJy,Casey T30K a=2.5,1.1911980597180911,6.355071785168344,0.7271364832459738,0.12114935790312584,36.02380950880988
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,12.6,10-30 mJy,Casey T30K a=2.5,1.651070252593246,6.186093802928219,0.5736509483792893,0.11130738177726661,26.561188100438393
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,14.7,10-30 mJy,Casey T30K a=2.5,3.8949460089472177,5.6404268703679445,0.16081053091690845,0.09397494053887295,2.9282277522760287
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,17.2,10-30 mJy,Casey T30K a=2.5,4.143666160183844,5.133931279811615,0.09306529247894968,0.09328534841465443,0.9952876547406607
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,20.0,10-30 mJy,Casey T30K a=2.5,5.516154430834284,4.506277192053761,-0.08781851350981795,0.09103274554652879,0.9306296405650724
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,23.3,10-30 mJy,Casey T30K a=2.5,4.553062226316941,3.9480148898789067,-0.061924803878949275,0.09418015992278062,0.432325081980105
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,27.2,10-30 mJy,Casey T30K a=2.5,6.283988793927678,3.367181160515761,-0.27096891904716147,0.09293935808443977,8.500405048797303
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,31.7,30-100 mJy,Casey T30K a=2.5,6.6296154022301605,2.842335284422413,-0.36781302842960895,0.09498125736589538,14.996102076557976
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,37.0,30-100 mJy,Casey T30K a=2.5,5.725090917291388,2.3549607913661825,-0.3857987070872241,0.10052699517238459,14.728419080555135
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,43.1,30-100 mJy,Casey T30K a=2.5,3.9293352785023976,1.9031292022016955,-0.31485081419308225,0.1124287874836078,7.8425010868424305
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,50.3,30-100 mJy,Casey T30K a=2.5,2.497316003411896,1.5362724984385183,-0.21100524413591915,0.13286667836580757,2.5220537744468015
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,58.6,30-100 mJy,Casey T30K a=2.5,2.022512895183652,1.2640891183101806,-0.2041136064816978,0.15374634468297663,1.7625210567754863
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,68.3,30-100 mJy,Casey T30K a=2.5,1.6978858968616426,1.0395374061649136,-0.21306837959586541,0.17999859971973034,1.4011987878526633
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,79.7,30-100 mJy,Casey T30K a=2.5,1.2788569821136484,0.9136344787640047,-0.14604949828965053,0.2192552720398252,0.4437108505284689
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,92.9,30-100 mJy,Casey T30K a=2.5,0.8011640193009352,0.8196028265778236,0.00988201082525994,0.2891976274215261,0.0011676191232334503
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,500,11.0,10-30 mJy,Casey T30K a=2.5,0.7099409429178659,2.3923400608150724,0.5276006897499549,0.1384757796793692,14.516538528282952
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,500,13.1,10-30 mJy,Casey T30K a=2.5,0.9755185792305604,2.1166930381411477,0.336422336237005,0.12355980921140394,7.413361643955214
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,500,15.6,10-30 mJy,Casey T30K a=2.5,1.2297294541776769,1.7857385001496822,0.16200828674800782,0.11658554501337894,1.931012317736778
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,500,18.7,10-30 mJy,Casey T30K a=2.5,1.7822696507281353,1.5242348534997454,-0.06792152372150434,0.10816253660264487,0.3943311750050888
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,500,22.3,10-30 mJy,Casey T30K a=2.5,1.4991602299363296,1.3345434512658663,-0.05051533412965359,0.11394938572566543,0.19652711699113065
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,500,26.6,10-30 mJy,Casey T30K a=2.5,2.342901440115107,1.141527605396261,-0.31226760088700856,0.10840982744434877,8.296913206064767
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,500,31.7,30-100 mJy,Casey T30K a=2.5,1.5055179100221612,0.9516945114733398,-0.1991883616618455,0.12491196357190358,2.5428447651850568
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,500,37.9,30-100 mJy,Casey T30K a=2.5,1.5072518227728426,0.7049384931757087,-0.3300345918740826,0.1376696583445611,5.747016639792685
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,500,45.2,30-100 mJy,Casey T30K a=2.5,1.6431713167290312,0.4598984840487604,-0.5530208672327872,0.15657077580568074,12.475605433180505
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,500,54.0,30-100 mJy,Casey T30K a=2.5,0.6356716800970146,0.3675671142425432,-0.23789621486092957,0.2280894784525372,1.0878388378262263
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,500,64.5,30-100 mJy,Casey T30K a=2.5,0.6792121558363464,0.37109815224893195,-0.2625166579192132,0.24992597646802947,1.1032931915042188
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,500,77.0,30-100 mJy,Casey T30K a=2.5,0.1752215163049658,0.3484876595690099,0.2985999694916906,0.4695707424224257,0.4043686322870448
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,250,11.1,10-30 mJy,Casey T30K a=2.5,5.598900600436245,9.025209455057349,0.20735453234804735,0.09627603440700984,4.638640102460989
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,250,13.6,10-30 mJy,Casey T30K a=2.5,6.765245910727903,8.98096467239295,0.12303940060537855,0.09806672680530538,1.5741461572930424
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,250,16.6,10-30 mJy,Casey T30K a=2.5,8.97608099633278,8.700466136546407,-0.013544241796540457,0.09848272574288261,0.018914256585455338
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,250,20.2,10-30 mJy,Casey T30K a=2.5,10.263703870685983,7.790517423703891,-0.11973781002616479,0.10161328510929486,1.3885503659535545
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,250,24.7,10-30 mJy,Casey T30K a=2.5,6.3703954460032985,6.806251480523597,0.028741599314617394,0.12180727175970678,0.055676949077554855
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,250,30.1,30-100 mJy,Casey T30K a=2.5,6.353152646982634,5.484131254302035,-0.06388144982267119,0.13375602355382396,0.22809871045899446
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,250,36.8,30-100 mJy,Casey T30K a=2.5,8.572271982396323,4.32764724390831,-0.2968440887140247,0.1348057637908517,4.84886270176481
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,250,44.9,30-100 mJy,Casey T30K a=2.5,6.123409207517356,3.264768027911692,-0.2731409541813665,0.1690192270972411,2.6115685001124347
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,250,54.9,30-100 mJy,Casey T30K a=2.5,3.6720418919985143,2.378457177880243,-0.18861229042827693,0.23622222074565685,0.6375268525446804
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,250,67.0,30-100 mJy,Casey T30K a=2.5,2.4773760067790604,1.6835000078200786,-0.16777880442423956,0.32401214653437965,0.2681338277831919
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,250,81.8,30-100 mJy,Casey T30K a=2.5,3.342598469369057,1.7004980695590224,-0.2935080667236884,0.32623224823177305,0.8094430630586087
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,250,99.9,30-100 mJy,Casey T30K a=2.5,2.2550498607472518,1.9601721832053736,-0.060861927046506614,0.44911835884700746,0.018364105608276393
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,350,11.0,10-30 mJy,Casey T30K a=2.5,3.795535011241487,6.352733842152629,0.22368765840825766,0.10524462420848894,4.517354810763272
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,350,13.1,10-30 mJy,Casey T30K a=2.5,4.3469192659581575,6.043549630039851,0.1431105186712941,0.10836205803482167,1.744169236382055
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,350,15.6,10-30 mJy,Casey T30K a=2.5,5.354707888048621,5.443172662835165,0.007116326762024006,0.1099812950196785,0.004186721808252237
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,350,18.7,10-30 mJy,Casey T30K a=2.5,7.395137881655979,4.7763421575670195,-0.18985084547692144,0.10891166621126956,3.0386191226009793
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,350,22.3,10-30 mJy,Casey T30K a=2.5,6.162518572893834,4.100881763203636,-0.17688099331365292,0.12221875902606513,2.094530059525734
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,350,26.6,10-30 mJy,Casey T30K a=2.5,5.2420998877404825,3.451344405192748,-0.18151699299321933,0.139630680403072,1.689946158536846
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,350,31.7,30-100 mJy,Casey T30K a=2.5,5.469916757482782,2.842335284422413,-0.2843054108048717,0.1514686947573058,3.523096055832373
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,350,37.9,30-100 mJy,Casey T30K a=2.5,4.756315332091256,2.2772660835680916,-0.31985686153017673,0.17698319615490118,3.266233851622978
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,350,45.2,30-100 mJy,Casey T30K a=2.5,3.877414224468106,1.78084829807092,-0.3379152736254549,0.21532361761646834,2.462817942139938
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,350,54.0,30-100 mJy,Casey T30K a=2.5,2.022898209128248,1.403167422382572,-0.15886453687801874,0.32316045459600423,0.24166708370326279
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,500,11.2,10-30 mJy,Casey T30K a=2.5,2.3298970944849966,2.3721826593348037,0.0078113870992571055,0.11450041348884527,0.004654169654676877
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,500,13.8,10-30 mJy,Casey T30K a=2.5,3.079332716723938,2.0121026922229173,-0.18480647407411943,0.11606286393515544,2.5354076513962287
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,500,17.0,10-30 mJy,Casey T30K a=2.5,3.1614045869228558,1.642419882451746,-0.28439588529771553,0.12626650593292865,5.073063421508036
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,500,20.9,10-30 mJy,Casey T30K a=2.5,1.6486620404395218,1.401485292455505,-0.0705430941325122,0.17570448627894547,0.16119193478747224
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,500,25.8,10-30 mJy,Casey T30K a=2.5,1.6925878301234498,1.1782508507285088,-0.15731345192530377,0.19822794323010257,0.6297990077316172
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,500,31.8,30-100 mJy,Casey T30K a=2.5,2.3168927488548867,0.9485914984489037,-0.38782670229445515,0.20079569856407453,3.730496222632937
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,500,39.2,30-100 mJy,Casey T30K a=2.5,2.114410270969764,0.6495860497016055,-0.5125525701933468,0.24190735606171498,4.489300550140297
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,250,10.0,10-30 mJy,Casey T30K a=2.5,8.146172,8.874515918984219,0.03719109714287028,0.11692663174461401,0.10116984903560168
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,250,19.952623,10-30 mJy,Casey T30K a=2.5,8.279423,7.853593121501775,-0.022931673875449365,0.11379439848049677,0.04060969658135511
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,250,44.668359,30-100 mJy,Casey T30K a=2.5,3.873282,3.288778996220924,-0.07104442742601202,0.11829271481600759,0.36069825311517806
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,250,100.0,100-300 mJy,Casey T30K a=2.5,1.063676,1.9615669372718365,0.2657937725002529,0.13964559147535596,3.622723121130409
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,250,199.818036,100-300 mJy,Casey T30K a=2.5,0.4216965,0.2241063865767517,-0.27454576324709584,0.42245241379265003,0.42235136335371304
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,350,10.0,10-30 mJy,Casey T30K a=2.5,6.456542,6.3648871000343235,-0.006209275900171174,0.15370850589275312,0.0016318720831414734
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,350,19.952623,10-30 mJy,Casey T30K a=2.5,6.441677,4.515542095548465,-0.15428904925331055,0.20954339251811882,0.5421534977306014
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,350,44.668359,30-100 mJy,Casey T30K a=2.5,2.046968,1.8105051982223386,-0.05331127736603175,0.12234126160309505,0.18988570342086294
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,350,100.0,100-300 mJy,Casey T30K a=2.5,0.2148484,0.7779223977717966,0.5588041519883936,0.17232702619452916,10.515077102118845
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,350,199.818036,100-300 mJy,Casey T30K a=2.5,0.1368312,0.4155679855064737,0.48245694732057454,0.3195933946989078,2.2788804332897006
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,500,10.0,10-30 mJy,Casey T30K a=2.5,2.951209,2.501848209492131,-0.0717390097199313,0.12410535929437201,0.3341409341105832
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,500,19.952623,10-30 mJy,Casey T30K a=2.5,1.618622,1.4514303597014695,-0.04734923592611345,0.18948214314609466,0.06244380718049947
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,500,44.668359,30-100 mJy,Casey T30K a=2.5,0.4435,0.47328337787249075,0.028227627764816132,0.14522790282559975,0.03777884112540867
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,500,100.0,100-300 mJy,Casey T30K a=2.5,0.04365158,0.2830447407247048,0.8118551217137454,0.24339013862209644,11.126308912319658
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,500,199.818036,100-300 mJy,Casey T30K a=2.5,0.03162278,0.1968426063772001,0.7941190601874937,0.44878914538078335,3.1310251147762522
Clements et al. / Table 1,Clements et al.,Table 1,250,34.0,30-100 mJy,Casey T30K a=3.0,7.006200655094297,6.1972514185745515,-0.053283455639424826,0.08395640163533759,0.4027885649476703
Clements et al. / Table 1,Clements et al.,Table 1,250,38.0,30-100 mJy,Casey T30K a=3.0,6.549274525414234,5.371729356301595,-0.08607907159680672,0.08411417985327288,1.047265312496717
Clements et al. / Table 1,Clements et al.,Table 1,250,42.0,30-100 mJy,Casey T30K a=3.0,5.635422266054109,4.6768120082770555,-0.08097655046658536,0.0858102009544556,0.8905139075866064
Clements et al. / Table 1,Clements et al.,Table 1,250,47.0,30-100 mJy,Casey T30K a=3.0,4.873878716587337,4.002532371647711,-0.08553986474877429,0.08788279791082122,0.9473912480194556
Clements et al. / Table 1,Clements et al.,Table 1,250,52.0,30-100 mJy,Casey T30K a=3.0,4.26464387701392,3.44689380980521,-0.09245486677483816,0.09042318936329871,1.0454419235307633
Clements et al. / Table 1,Clements et al.,Table 1,250,56.0,30-100 mJy,Casey T30K a=3.0,3.655409037440503,3.0633699601559607,-0.07673653194089608,0.09354950766971816,0.6728547502203759
Clements et al. / Table 1,Clements et al.,Table 1,250,63.0,30-100 mJy,Casey T30K a=3.0,2.9243272299524024,2.5396848570175505,-0.06124613874677476,0.09746618086877727,0.3948658086410991
Clements et al. / Table 1,Clements et al.,Table 1,250,73.0,30-100 mJy,Casey T30K a=3.0,2.315092390378985,2.0931768822475325,-0.04376239786327546,0.1055130473160991,0.17202433523677477
Clements et al. / Table 1,Clements et al.,Table 1,250,83.0,30-100 mJy,Casey T30K a=3.0,1.7363192927842388,2.013952675026413,0.06441967019147332,0.11307737334521074,0.3245529571268148
Clements et al. / Table 1,Clements et al.,Table 1,250,93.0,30-100 mJy,Casey T30K a=3.0,1.279393163104176,1.9462612390546052,0.1821971079197054,0.12300442276078542,2.194024654268087
Clements et al. / Table 1,Clements et al.,Table 1,250,125.0,100-300 mJy,Casey T30K a=3.0,0.8833905173814548,1.4305557391238275,0.2093520509217692,0.14580586637275228,2.0616001828155923
Clements et al. / Table 1,Clements et al.,Table 1,250,175.0,100-300 mJy,Casey T30K a=3.0,0.4569261296800628,0.8166490915684839,0.25218948906023764,0.22628677985977705,1.2420400467521053
Clements et al. / Table 1,Clements et al.,Table 1,250,250.0,100-300 mJy,Casey T30K a=3.0,0.3350791617653794,0.6544804453162695,0.2907492548125804,0.3159365519045298,0.846910412910832
Clements et al. / Table 1,Clements et al.,Table 1,350,38.0,30-100 mJy,Casey T30K a=3.0,3.9600264572272112,2.9846914708241856,-0.12279864295903853,0.08814309122729233,1.9409331614598393
Clements et al. / Table 1,Clements et al.,Table 1,350,41.0,30-100 mJy,Casey T30K a=3.0,3.3507916176537944,2.6457086387443516,-0.10260540496035442,0.08918340539900324,1.3236475937817431
Clements et al. / Table 1,Clements et al.,Table 1,350,46.0,30-100 mJy,Casey T30K a=3.0,2.8634037459950603,2.2042177394078384,-0.1136280955378362,0.09323466480590299,1.4853083683245512
Clements et al. / Table 1,Clements et al.,Table 1,350,50.0,30-100 mJy,Casey T30K a=3.0,2.0104749705922766,1.940686273008793,-0.01534333673312055,0.09740329464072334,0.02481374636578756
Clements et al. / Table 1,Clements et al.,Table 1,350,55.0,30-100 mJy,Casey T30K a=3.0,1.5230870989335428,1.7913025646317609,0.07044420816941221,0.10295699544546619,0.4681433548779854
Clements et al. / Table 1,Clements et al.,Table 1,350,61.0,30-100 mJy,Casey T30K a=3.0,1.279393163104176,1.642020546700762,0.10837456159054872,0.10571684567994089,1.050911911191299
Clements et al. / Table 1,Clements et al.,Table 1,350,71.0,30-100 mJy,Casey T30K a=3.0,0.852928775402784,1.443851101016009,0.22860964184729693,0.11837008049509487,3.7299688132869924
Clements et al. / Table 1,Clements et al.,Table 1,350,82.0,30-100 mJy,Casey T30K a=3.0,0.6092348395734172,1.2333333642895778,0.3062957494023385,0.13622554047951033,5.055508682520404
Clements et al. / Table 1,Clements et al.,Table 1,350,91.0,30-100 mJy,Casey T30K a=3.0,0.2741556778080377,1.1005177810147548,0.6035998192008778,0.1769788366859498,11.632030435965662
Clements et al. / Table 1,Clements et al.,Table 1,350,125.0,100-300 mJy,Casey T30K a=3.0,0.213232193850696,0.6326892461919166,0.4723376776302342,0.20998801902427058,5.05959956774354
Clements et al. / Table 1,Clements et al.,Table 1,350,175.0,100-300 mJy,Casey T30K a=3.0,0.1523087098933543,0.6453333986580151,0.6270594026970433,0.2893627408198258,4.696043921145831
Clements et al. / Table 1,Clements et al.,Table 1,500,48.0,30-100 mJy,Casey T30K a=3.0,0.5787730975947463,0.599888000758582,0.015561838927736271,0.13560557441803336,0.013169422967992077
Clements et al. / Table 1,Clements et al.,Table 1,500,52.0,30-100 mJy,Casey T30K a=3.0,0.3960026457227211,0.5047988505243108,0.10542026981827257,0.1366564334293031,0.5950974412768972
Clements et al. / Table 1,Clements et al.,Table 1,500,56.0,30-100 mJy,Casey T30K a=3.0,0.3350791617653794,0.42555669183696604,0.10381000380320032,0.159933903223136,0.42130570596809863
Clements et al. / Table 1,Clements et al.,Table 1,500,60.0,30-100 mJy,Casey T30K a=3.0,0.2315092390378985,0.36300720675314924,0.1953469196729951,0.19050020036605497,1.0515314375716887
Clements et al. / Table 1,Clements et al.,Table 1,500,63.0,30-100 mJy,Casey T30K a=3.0,0.1766781034762909,0.32440699885517377,0.263907486496724,0.1981817760760538,1.7732745799697378
Clements et al. / Table 1,Clements et al.,Table 1,500,70.0,30-100 mJy,Casey T30K a=3.0,0.1766781034762909,0.254480438270793,0.15847167530513495,0.20556501654686082,0.5942988409163151
Clements et al. / Table 1,Clements et al.,Table 1,500,82.0,30-100 mJy,Casey T30K a=3.0,0.1127084453210821,0.35029338757739337,0.4924754800509019,0.21918056397803493,5.048532358805166
Clements et al. / Table 1,Clements et al.,Table 1,500,95.0,30-100 mJy,Casey T30K a=3.0,0.0578773097594746,0.49243403964691773,0.9298397298954342,0.28872602017358984,10.371566306846994
Clements et al. / Table 1,Clements et al.,Table 1,500,150.0,100-300 mJy,Casey T30K a=3.0,0.0426464387701392,0.25151397980485785,0.7706793584261835,0.3556209861638597,4.696482305511504
Clements et al. / Table 1,Clements et al.,Table 1,500,250.0,100-300 mJy,Casey T30K a=3.0,0.0868159646392119,0.44285934921157605,0.7076662223189405,0.4194867409572767,2.845905381546716
Glenn et al. / Table 4 P(D) spline no FIRAS,Glenn et al.,Table 4 P(D) spline no FIRAS,250,19.5,10-30 mJy,Casey T30K a=3.0,9.017507836501386,9.497619861089271,0.022528254702925743,0.0895847175449398,0.06323932674720335
Glenn et al. / Table 4 P(D) spline no FIRAS,Glenn et al.,Table 4 P(D) spline no FIRAS,250,41.8,30-100 mJy,Casey T30K a=3.0,3.8809737424406254,4.707814300880575,0.08387861938261665,0.09597154499521805,0.7638666938457611
Glenn et al. / Table 4 P(D) spline no FIRAS,Glenn et al.,Table 4 P(D) spline no FIRAS,250,89.3,30-100 mJy,Casey T30K a=3.0,1.510527538139541,1.9701536543900864,0.11537145135212856,0.12604089407750924,0.8378644453977199
Glenn et al. / Table 4 P(D) spline no FIRAS,Glenn et al.,Table 4 P(D) spline no FIRAS,250,191.0,100-300 mJy,Casey T30K a=3.0,0.0252687301851443,0.6910658450296996,1.4369360109780216,0.38354561271039467,14.035917887798302
Glenn et al. / Table 4 P(D) spline no FIRAS,Glenn et al.,Table 4 P(D) spline no FIRAS,350,19.5,10-30 mJy,Casey T30K a=3.0,4.831550557897798,5.603700640257851,0.06438839803671637,0.10235224477570017,0.39574961063600933
Glenn et al. / Table 4 P(D) spline no FIRAS,Glenn et al.,Table 4 P(D) spline no FIRAS,350,41.8,30-100 mJy,Casey T30K a=3.0,2.523136257402593,2.565823586214008,0.007286088611615116,0.1124219170016922,0.0042003639683730765
Glenn et al. / Table 4 P(D) spline no FIRAS,Glenn et al.,Table 4 P(D) spline no FIRAS,350,89.3,30-100 mJy,Casey T30K a=3.0,0.3069931232350126,1.1234601277055116,0.5634290164276343,0.18186296600726828,9.598201853838662
Glenn et al. / Table 4 P(D) spline no FIRAS,Glenn et al.,Table 4 P(D) spline no FIRAS,350,191.0,100-300 mJy,Casey T30K a=3.0,0.1454063651432898,0.7358293729192631,0.7041937019375486,0.29967136041487763,5.521966839876888
Glenn et al. / Table 4 P(D) spline no FIRAS,Glenn et al.,Table 4 P(D) spline no FIRAS,500,15.5,10-30 mJy,Casey T30K a=3.0,2.7341934931185707,2.253091592279405,-0.08405039848086171,0.11797141013431851,0.5076051413033671
