external_source,paper,method_or_table,band_um,flux_mjy,flux_regime,model_label,observed_euclidean_jy15_deg2,model_euclidean_jy15_deg2,log10_model_over_obs,sigma_log,chi2_log
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,500,37.9,30-100 mJy,50% ALESS,1.5072518227728426,0.6579293908502319,-0.360006530224949,0.13879402477487104,6.727895198631036
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,500,45.2,30-100 mJy,50% ALESS,1.6431713167290312,0.5237015685191658,-0.4965989706129945,0.1531544236329483,10.513626377484865
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,500,54.0,30-100 mJy,50% ALESS,0.6356716800970146,0.4616652753754145,-0.1389056536666353,0.22165853990356962,0.3927090491280924
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,500,64.5,30-100 mJy,50% ALESS,0.6792121558363464,0.45780049015519425,-0.1713291965320084,0.24287466710268849,0.49762056471577554
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,500,77.0,30-100 mJy,50% ALESS,0.1752215163049658,0.405801852441601,0.3647265909640885,0.46572230139623966,0.6133110437574933
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,250,11.1,10-30 mJy,50% ALESS,5.598900600436245,6.781386036536441,0.08321571033055541,0.09636854177006968,0.745658674649699
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,250,13.6,10-30 mJy,50% ALESS,6.765245910727903,6.695836849970029,-0.004478724300141179,0.09819436847943064,0.002080345632454432
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,250,16.6,10-30 mJy,50% ALESS,8.97608099633278,6.385860312310218,-0.14786734849837146,0.09867057474264089,2.2457905748230207
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,250,20.2,10-30 mJy,50% ALESS,10.263703870685983,5.9749577760810135,-0.23496927269146628,0.10184205719649254,5.323139141529911
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,250,24.7,10-30 mJy,50% ALESS,6.3703954460032985,5.523903624193894,-0.06192029943829247,0.12203296965879401,0.2574611684621042
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,250,30.1,30-100 mJy,50% ALESS,6.353152646982634,4.4531252667666035,-0.15432437819812916,0.1340981412000431,1.3244133681919685
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,250,36.8,30-100 mJy,50% ALESS,8.572271982396323,3.655224608862571,-0.3701818729995898,0.13526761496576423,7.489324214710047
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,250,44.9,30-100 mJy,50% ALESS,6.123409207517356,3.1893110591056506,-0.2832964040811311,0.1691039850334587,2.806560701446773
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,250,54.9,30-100 mJy,50% ALESS,3.6720418919985143,2.5030506204553413,-0.16643799449452484,0.23598525172254206,0.49743372292996674
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,250,67.0,30-100 mJy,50% ALESS,2.4773760067790604,1.7739008595639445,-0.1450625830045258,0.32367523760457517,0.20085926152473887
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,250,81.8,30-100 mJy,50% ALESS,3.342598469369057,1.4946990447655755,-0.34953045300115515,0.3274367880332396,1.139502012973884
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,250,99.9,30-100 mJy,50% ALESS,2.2550498607472518,1.342861361956865,-0.22512497079263108,0.4525320500969511,0.24748486963369828
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,350,11.0,10-30 mJy,50% ALESS,3.795535011241487,5.825929604738743,0.18609223084894755,0.10527704706585268,3.1245616257566877
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,350,13.1,10-30 mJy,50% ALESS,4.3469192659581575,5.521166154903491,0.10384924282485664,0.10840706831713046,0.9176804276327853
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,350,15.6,10-30 mJy,50% ALESS,5.354707888048621,5.123729244052407,-0.01914961200036025,0.11002345944582449,0.030293493884723403
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,350,18.7,10-30 mJy,50% ALESS,7.395137881655979,4.5701870446607185,-0.20901230092616063,0.10895774134060386,3.679827907462589
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,350,22.3,10-30 mJy,50% ALESS,6.162518572893834,3.919658029004459,-0.1965100625813666,0.12228258557922256,2.582500188601756
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,350,26.6,10-30 mJy,50% ALESS,5.2420998877404825,3.1567125399392886,-0.22027025664490524,0.13980519524704024,2.4823618882633536
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,350,31.7,30-100 mJy,50% ALESS,5.469916757482782,2.36885715133926,-0.36344184483539765,0.15201229401024774,5.716266008491506
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,350,37.9,30-100 mJy,50% ALESS,4.756315332091256,1.8227879662421087,-0.41653448678832317,0.17792929448908404,5.480333848530435
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,350,45.2,30-100 mJy,50% ALESS,3.877414224468106,1.4573783419959754,-0.42496988798454977,0.2164765272861348,3.8538489805317053
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,350,54.0,30-100 mJy,50% ALESS,2.022898209128248,1.2493966277628397,-0.20927370050500116,0.3238675325716845,0.41753653473596297
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,500,11.2,10-30 mJy,50% ALESS,2.3298970944849966,2.8893498795140595,0.09346339518234437,0.11433796465371056,0.6681934168476037
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,500,13.8,10-30 mJy,50% ALESS,3.079332716723938,2.2989040806232297,-0.12693576506453313,0.1158827370886499,1.199859849544025
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,500,17.0,10-30 mJy,50% ALESS,3.1614045869228558,1.7170315971034633,-0.2651017918860207,0.12616994497699818,4.41482506076943
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,500,20.9,10-30 mJy,50% ALESS,1.6486620404395218,1.499495735492087,-0.04118640367496923,0.17553772815679533,0.055051200857731186
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,500,25.8,10-30 mJy,50% ALESS,1.6925878301234498,1.2436936020487364,-0.1338378137428265,0.19803381285805108,0.45675043430167683
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,500,31.8,30-100 mJy,50% ALESS,2.3168927488548867,0.8617603907949347,-0.4295194016778629,0.2014181835901153,4.547453026828619
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,500,39.2,30-100 mJy,50% ALESS,2.114410270969764,0.6298049520902298,-0.5259831886339206,0.24222954026609997,4.7150849020148335
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,250,10.0,10-30 mJy,50% ALESS,8.146172,6.656279643689779,-0.08772201638216337,0.11699335848875092,0.5622051182695812
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,250,19.952623,10-30 mJy,50% ALESS,8.279423,6.001653142169085,-0.13972917916665284,0.11399646158375208,1.5024204049565806
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,250,44.668359,30-100 mJy,50% ALESS,3.873282,3.200637675241935,-0.08284260450122793,0.11843151860781502,0.48929738228661124
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,250,100.0,100-300 mJy,50% ALESS,1.063676,1.3421415565745218,0.10098896332870097,0.15031130223528738,0.45140311686026197
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,250,199.818036,100-300 mJy,50% ALESS,0.4216965,0.8358257706977724,0.29711576098146797,0.2392056160960523,1.5427964711210445
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,350,10.0,10-30 mJy,50% ALESS,6.456542,5.9412813134902045,-0.03611986421455138,0.1537236511784926,0.055209121400155735
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,350,19.952623,10-30 mJy,50% ALESS,6.441677,4.318930706054443,-0.17362270835913884,0.2095715714851849,0.686354227672802
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,350,44.668359,30-100 mJy,50% ALESS,2.046968,1.4794448694341704,-0.14101226735076103,0.12430763100314678,1.286821212914167
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,350,100.0,100-300 mJy,50% ALESS,0.2148484,0.9185107280549958,0.6309521093674149,0.16465233044304337,14.6844278332097
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,350,199.818036,100-300 mJy,50% ALESS,0.1368312,0.727022843998921,0.7253629214589036,0.2527190551842963,8.238245414029153
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,500,10.0,10-30 mJy,50% ALESS,2.951209,3.082071320482872,0.01884271761938111,0.12397928481037683,0.023098768484858284
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,500,19.952623,10-30 mJy,50% ALESS,1.618622,1.5423910446905198,-0.020950943944371553,0.1893564983664085,0.01224184177426655
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,500,44.668359,30-100 mJy,50% ALESS,0.4435,0.5317899098066882,0.07884646859303512,0.14205269310829002,0.3080814502938668
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,500,100.0,100-300 mJy,50% ALESS,0.04365158,0.2841157060884236,0.8134952745248212,0.2430302658333763,11.204419099817098
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,500,199.818036,100-300 mJy,50% ALESS,0.03162278,0.45968867355479115,1.1624637564630342,0.3058841865077802,14.442580316556088
Clements et al. / Table 1,Clements et al.,Table 1,250,34.0,30-100 mJy,ALESS,7.006200655094297,1.8251553250631523,-0.5841827413396979,0.08975491570768741,42.362439140602724
Clements et al. / Table 1,Clements et al.,Table 1,250,38.0,30-100 mJy,ALESS,6.549274525414234,1.5113567157556103,-0.6368262149405749,0.09240809713892546,47.4921478216663
Clements et al. / Table 1,Clements et al.,Table 1,250,42.0,30-100 mJy,ALESS,5.635422266054109,1.258998249688395,-0.6509013372505955,0.09716035565907497,44.87992637489831
Clements et al. / Table 1,Clements et al.,Table 1,250,47.0,30-100 mJy,ALESS,4.873878716587337,1.0253152743790128,-0.6770172906215542,0.10390355415956778,42.45596474977766
Clements et al. / Table 1,Clements et al.,Table 1,250,52.0,30-100 mJy,ALESS,4.26464387701392,0.9452657154993177,-0.6543288644096652,0.10936461553983691,35.79632944316797
Clements et al. / Table 1,Clements et al.,Table 1,250,56.0,30-100 mJy,ALESS,3.655409037440503,0.9755571748051055,-0.5736832539111306,0.1122484110997388,26.12064767130684
Clements et al. / Table 1,Clements et al.,Table 1,250,63.0,30-100 mJy,ALESS,2.9243272299524024,1.0257106418931285,-0.45500110681485556,0.11541069959659854,15.542925269649407
Clements et al. / Table 1,Clements et al.,Table 1,250,73.0,30-100 mJy,ALESS,2.315092390378985,1.00396427068897,-0.36285007015019066,0.12402506116284882,8.559246284816611
Clements et al. / Table 1,Clements et al.,Table 1,250,83.0,30-100 mJy,ALESS,1.7363192927842388,0.7554838533798066,-0.3614044040626066,0.1449393683424357,6.217476500924996
Clements et al. / Table 1,Clements et al.,Table 1,250,93.0,30-100 mJy,ALESS,1.279393163104176,0.5872156967625493,-0.33820636946472,0.17072898942604456,3.9241809533994454
Clements et al. / Table 1,Clements et al.,Table 1,250,125.0,100-300 mJy,ALESS,0.8833905173814548,0.5547093388419139,-0.20208725554976698,0.20379949964075028,0.9832673653300664
Clements et al. / Table 1,Clements et al.,Table 1,250,175.0,100-300 mJy,ALESS,0.4569261296800628,0.6724197342170336,0.16779445641914773,0.24330635704869405,0.47560707303356536
Clements et al. / Table 1,Clements et al.,Table 1,250,250.0,100-300 mJy,ALESS,0.3350791617653794,0.8295307471775724,0.3936850677686306,0.28820723971153983,1.865898919210928
Clements et al. / Table 1,Clements et al.,Table 1,350,38.0,30-100 mJy,ALESS,3.9600264572272112,0.7701704428106821,-0.7111112400033053,0.10361193507105129,47.10375365939154
Clements et al. / Table 1,Clements et al.,Table 1,350,41.0,30-100 mJy,ALESS,3.3507916176537944,0.6235580159625002,-0.7302705538000285,0.11037819576180714,43.772464262795296
Clements et al. / Table 1,Clements et al.,Table 1,350,46.0,30-100 mJy,ALESS,2.8634037459950603,0.45289316929089074,-0.8008868182455481,0.12604367249829299,40.37385269763594
Clements et al. / Table 1,Clements et al.,Table 1,350,50.0,30-100 mJy,ALESS,2.0104749705922766,0.369104585151357,-0.7361492305304013,0.14029696722043886,27.531835045070018
Clements et al. / Table 1,Clements et al.,Table 1,350,55.0,30-100 mJy,ALESS,1.5230870989335428,0.41797802322087796,-0.5615712918211431,0.1429480677545768,15.43310167752412
Clements et al. / Table 1,Clements et al.,Table 1,350,61.0,30-100 mJy,ALESS,1.279393163104176,0.47843282069178367,-0.42718306079399077,0.143008376012832,8.922880908021376
Clements et al. / Table 1,Clements et al.,Table 1,350,71.0,30-100 mJy,ALESS,0.852928775402784,0.5752983667658291,-0.17101962543005442,0.14911061547823162,1.3154513050155412
Clements et al. / Table 1,Clements et al.,Table 1,350,82.0,30-100 mJy,ALESS,0.6092348395734172,0.42841231357153264,-0.152922785867622,0.18282752558616266,0.6996184264511146
Clements et al. / Table 1,Clements et al.,Table 1,350,91.0,30-100 mJy,ALESS,0.2741556778080377,0.3461748978912336,0.10129832815418777,0.23219498508361275,0.19032633474474986
Clements et al. / Table 1,Clements et al.,Table 1,350,125.0,100-300 mJy,ALESS,0.213232193850696,0.16656280970038354,-0.10727473697829637,0.35404424063158985,0.09180785673557963
Clements et al. / Table 1,Clements et al.,Table 1,350,175.0,100-300 mJy,ALESS,0.1523087098933543,0.16133334966450388,0.024999411369081237,0.47454142973345553,0.002775308700445655
Clements et al. / Table 1,Clements et al.,Table 1,350,250.0,100-300 mJy,ALESS,0.1827704518720251,0.2754717645125205,0.17817110530007096,0.4647241679051419,0.14698872792038734
Clements et al. / Table 1,Clements et al.,Table 1,500,48.0,30-100 mJy,ALESS,0.5787730975947463,0.23587927390783464,-0.3898185538877375,0.172144158223795,5.1279104620525935
Clements et al. / Table 1,Clements et al.,Table 1,500,52.0,30-100 mJy,ALESS,0.3960026457227211,0.22349744760494955,-0.24842551974051746,0.17596626488140943,1.9931206231464875
Clements et al. / Table 1,Clements et al.,Table 1,500,56.0,30-100 mJy,ALESS,0.3350791617653794,0.19401996189011744,-0.23730100539555476,0.20254748899843675,1.3726045347312146
Clements et al. / Table 1,Clements et al.,Table 1,500,60.0,30-100 mJy,ALESS,0.2315092390378985,0.17008265821897056,-0.13390829264911708,0.23532734119477652,0.323795023330519
Clements et al. / Table 1,Clements et al.,Table 1,500,63.0,30-100 mJy,ALESS,0.1766781034762909,0.15495983613612677,-0.05696358028246418,0.24785278183598458,0.05282104151446974
Clements et al. / Table 1,Clements et al.,Table 1,500,70.0,30-100 mJy,ALESS,0.1766781034762909,0.12673266943105732,-0.14429414602570567,0.2697211163234448,0.28619861486585846
Clements et al. / Table 1,Clements et al.,Table 1,500,82.0,30-100 mJy,ALESS,0.1127084453210821,0.14157713666766908,0.09903666542728606,0.2985231576321929,0.11006163622242257
Clements et al. / Table 1,Clements et al.,Table 1,500,95.0,30-100 mJy,ALESS,0.0578773097594746,0.1611025699698368,0.4445941323717376,0.36632533894282054,1.4729687502917266
Clements et al. / Table 1,Clements et al.,Table 1,500,150.0,100-300 mJy,ALESS,0.0426464387701392,0.24057952090848927,0.7513758848331621,0.36170419913523166,4.315264330986776
Clements et al. / Table 1,Clements et al.,Table 1,500,250.0,100-300 mJy,ALESS,0.0868159646392119,0.37672981192580207,0.6374303935891064,0.44335465249693595,2.0671071745132346
Glenn et al. / Table 4 P(D) spline no FIRAS,Glenn et al.,Table 4 P(D) spline no FIRAS,250,19.5,10-30 mJy,ALESS,9.017507836501386,3.509039548453244,-0.4098982654692527,0.09071274284466478,20.418111149845124
Glenn et al. / Table 4 P(D) spline no FIRAS,Glenn et al.,Table 4 P(D) spline no FIRAS,250,41.8,30-100 mJy,ALESS,3.8809737424406254,1.2700159524014658,-0.4851315283663402,0.10608011225051736,20.91467203975868
Glenn et al. / Table 4 P(D) spline no FIRAS,Glenn et al.,Table 4 P(D) spline no FIRAS,250,89.3,30-100 mJy,ALESS,1.510527538139541,0.6424656277563952,-0.37127874957607315,0.16589486797985645,5.008806832317713
Glenn et al. / Table 4 P(D) spline no FIRAS,Glenn et al.,Table 4 P(D) spline no FIRAS,250,191.0,100-300 mJy,ALESS,0.0252687301851443,0.7079598069937448,1.4474251840671717,0.3819805592068861,14.358521708610857
Glenn et al. / Table 4 P(D) spline no FIRAS,Glenn et al.,Table 4 P(D) spline no FIRAS,350,19.5,10-30 mJy,ALESS,4.831550557897798,1.71430097933244,-0.4499994551669018,0.10456690701247258,18.51976414541244
Glenn et al. / Table 4 P(D) spline no FIRAS,Glenn et al.,Table 4 P(D) spline no FIRAS,350,41.8,30-100 mJy,ALESS,2.523136257402593,0.5909540903913406,-0.6303869613975555,0.13139727997544,23.01662773063759
Glenn et al. / Table 4 P(D) spline no FIRAS,Glenn et al.,Table 4 P(D) spline no FIRAS,350,89.3,30-100 mJy,ALESS,0.3069931232350126,0.35979718282944684,0.06892911132564411,0.23244288379577427,0.08793724369705427
Glenn et al. / Table 4 P(D) spline no FIRAS,Glenn et al.,Table 4 P(D) spline no FIRAS,350,191.0,100-300 mJy,ALESS,0.1454063651432898,0.183957343229816,0.10213371060958676,0.48089676336154924,0.045106020485350666
Glenn et al. / Table 4 P(D) spline no FIRAS,Glenn et al.,Table 4 P(D) spline no FIRAS,500,15.5,10-30 mJy,ALESS,2.7341934931185707,0.7178564408830063,-0.5807916440331312,0.12115534036691862,22.980294756794436
Glenn et al. / Table 4 P(D) spline no FIRAS,Glenn et al.,Table 4 P(D) spline no FIRAS,500,33.2,30-100 mJy,ALESS,0.6513961828025355,0.1894460770671917,-0.5363595926589024,0.17250764265294838,9.66708246935121
Glenn et al. / Table 4 P(D) spline no FIRAS,Glenn et al.,Table 4 P(D) spline no FIRAS,500,71.0,30-100 mJy,ALESS,0.0950924138539357,0.12475924538294862,0.1179268674277475,0.30967638126412256,0.1450138082106411
Oliver et al. / Table 2,Oliver et al.,Table 2,250,23.8,10-30 mJy,ALESS,5.323866093160368,2.8502770502594923,-0.27134004749558976,0.19657332034684544,1.9053670319248255
Oliver et al. / Table 2,Oliver et al.,Table 2,250,37.5,30-100 mJy,ALESS,5.309001872093681,1.5483431790791078,-0.5351456532347136,0.1585430700859429,11.393298524661994
Oliver et al. / Table 2,Oliver et al.,Table 2,250,58.9,30-100 mJy,ALESS,3.077685356582988,0.9967486753068431,-0.48963855104575826,0.21441002082088811,5.215080903479508
Oliver et al. / Table 2,Oliver et al.,Table 2,250,85.9,30-100 mJy,ALESS,2.042205016169377,0.7001475593705772,-0.4649097593413546,0.24539610218739277,3.5892359205844087
Oliver et al. / Table 2,Oliver et al.,Table 2,250,166.2,100-300 mJy,ALESS,0.7203632993618143,0.652302812731887,-0.043102327330036994,0.27884341555205494,0.023893548557350333
Oliver et al. / Table 2,Oliver et al.,Table 2,350,23.8,10-30 mJy,ALESS,2.9281263512382023,1.3027116166063246,-0.3517415271060137,0.2643292855747184,1.770747858399584
Oliver et al. / Table 2,Oliver et al.,Table 2,350,37.5,30-100 mJy,ALESS,2.903360398801232,0.7990481734493824,-0.5603279857668163,0.197906954295603,8.016088762214013
Oliver et al. / Table 2,Oliver et al.,Table 2,350,58.9,30-100 mJy,ALESS,1.3593110324908195,0.45705759735305057,-0.4733479094343551,0.2894682468094345,2.6739856062407363
Oliver et al. / Table 2,Oliver et al.,Table 2,350,85.9,30-100 mJy,ALESS,0.724653392834295,0.38954830613184366,-0.2695690096663043,0.3085814903701813,0.763132908165204
Oliver et al. / Table 2,Oliver et al.,Table 2,350,166.2,100-300 mJy,ALESS,0.2126786883830118,0.14931849605282296,-0.1536103662706877,0.4628511947650671,0.11014334740798991
Oliver et al. / Table 2,Oliver et al.,Table 2,500,23.8,10-30 mJy,ALESS,0.9582958967688664,0.35861230668727345,-0.4268744391960068,0.4013397276412287,1.1312953387630043
Oliver et al. / Table 2,Oliver et al.,Table 2,500,37.5,30-100 mJy,ALESS,0.9124846967661014,0.18501767246624293,-0.6930123764561238,0.28654521421440443,5.8491891080557235
Oliver et al. / Table 2,Oliver et al.,Table 2,500,58.9,30-100 mJy,ALESS,0.4103580475443983,0.1761964186258665,-0.3671658781233516,0.41710859936239847,0.7748655285895414
Oliver et al. / Table 2,Oliver et al.,Table 2,500,85.9,30-100 mJy,ALESS,0.1515184366835344,0.1474719695654825,-0.011756000259010468,0.39774282562021995,0.0008736036995821264
Oliver et al. / Table 2,Oliver et al.,Table 2,500,166.2,100-300 mJy,ALESS,0.0445939185319218,0.2632462434076283,0.7710865462977914,0.43101446425227213,3.2005348611906768
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,10.7,10-30 mJy,ALESS,2.5697550249959176,5.399482893415038,0.32246044561602416,0.09896124954223179,10.617507073669135
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,12.3,10-30 mJy,ALESS,3.094552617535474,5.247772765726033,0.22937714982985374,0.09613007936094876,5.693531166872314
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,14.1,10-30 mJy,ALESS,3.7703932763566073,4.698016791165996,0.09552791236849001,0.09377577170682114,1.0377178336474855
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,16.1,10-30 mJy,ALESS,6.604377338859135,4.219271134502175,-0.19459444409947846,0.0888941312509748,4.791976647771097
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,18.4,10-30 mJy,ALESS,5.841070414614741,3.728209475553962,-0.19499213581514618,0.09041681422218246,4.650887031752042
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,21.1,10-30 mJy,ALESS,6.066960714634062,3.2318627842466494,-0.2735182691893131,0.09125609869461813,8.983568480840193
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,24.2,10-30 mJy,ALESS,9.714824156609186,2.8011365301222733,-0.5401006667745816,0.08954450261509281,36.3807434670505
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,27.7,10-30 mJy,ALESS,8.074446365978476,2.3668229913966607,-0.5329469747297295,0.09300318098703572,32.83767472364751
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,31.7,30-100 mJy,ALESS,6.621331152421351,1.9946977112177322,-0.5210682194329445,0.0980018633735639,28.269654782079925
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,36.3,30-100 mJy,ALESS,7.0448875060183465,1.6430478458928577,-0.632223852247097,0.10182490093229551,38.550832489308945
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,41.6,30-100 mJy,ALESS,6.452659973174515,1.2811836118814006,-0.7021274055018819,0.10959108362315202,41.04699865910569
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,47.6,30-100 mJy,ALESS,3.874620698369786,1.001846486140904,-0.5874280148677893,0.12815738193234785,21.009806633467427
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,54.5,30-100 mJy,ALESS,4.821240731755657,0.9643482147553777,-0.6989249361644797,0.13203042347287972,28.02289751120223
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,62.4,30-100 mJy,ALESS,3.782049023180632,1.0215413559930826,-0.568471200635459,0.14600118132267473,15.160174351938036
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,71.4,30-100 mJy,ALESS,2.714825725136257,1.0544743746208727,-0.4107059256575685,0.16861417007754853,5.932992498756561
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,81.8,30-100 mJy,ALESS,2.1318457269627262,0.7802504948813892,-0.43652172056678307,0.20727744585561214,4.43514292395337
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,93.7,30-100 mJy,ALESS,1.5267101769749332,0.5775431960956962,-0.42217212869172427,0.27026316721134885,2.4400874582252863
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,10.8,10-30 mJy,ALESS,1.1911980597180911,2.908416378703052,0.38767260435703893,0.1215078659696635,10.17938257078109
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,12.6,10-30 mJy,ALESS,1.651070252593246,2.603782832385681,0.19783920645543776,0.11189316682642642,3.1262059958745
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,14.7,10-30 mJy,ALESS,3.8949460089472177,2.305640075268649,-0.22770992975231596,0.0949802907435618,5.747737813449783
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,17.2,10-30 mJy,ALESS,4.143666160183844,2.0369523108394114,-0.30840389724099765,0.09476196783101491,10.591843947770956
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,20.0,10-30 mJy,ALESS,5.516154430834284,1.6555318421232919,-0.522698877937778,0.093467674635182,31.273771553605144
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,23.3,10-30 mJy,ALESS,4.553062226316941,1.3413839590871506,-0.5307504772808195,0.0979670538846332,29.35085054046346
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,27.2,10-30 mJy,ALESS,6.283988793927678,1.1629609296369419,-0.7326702773101699,0.09842406594450515,55.413367497304264
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,31.7,30-100 mJy,ALESS,6.6296154022301605,1.044493008948104,-0.8025827973250067,0.10218667336958721,61.686647930357196
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,37.0,30-100 mJy,ALESS,5.725090917291388,0.8294183965595601,-0.8390087240614725,0.11142788147402055,56.6950583004217
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,43.1,30-100 mJy,ALESS,3.9293352785023976,0.5427369455461281,-0.8597297012852007,0.1324336652512935,42.14315677287147
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,50.3,30-100 mJy,ALESS,2.497316003411896,0.3719965919137263,-0.8269345391776177,0.164943867078434,25.134480829975423
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,58.6,30-100 mJy,ALESS,2.022512895183652,0.4540227155855908,-0.6488137173310449,0.17877448679364527,13.171309849856568
