band_um,model,flux_mjy,bin_min_mjy,bin_max_mjy,N_bin,euclidean_jy15_deg2,euclidean_err_jy15_deg2
250,mbb_T20,5.9658317923524695,5.000000000000001,7.118229794928693,7207,7.318601598819102,0.0862086501868418
250,mbb_T20,8.493232323171238,7.118229794928693,10.133839082682117,6063,10.45837360143102,0.13431371696487254
250,mbb_T20,12.091355875609787,10.133839082682117,14.426999059072134,4933,14.454088141750598,0.20579515262219483
250,mbb_T20,17.21380993097034,14.426999059072134,20.5389389107391,3477,17.305624397657215,0.2934843369299888
250,mbb_T20,24.5063709469745,20.5389389107391,29.240177382128667,2309,19.521335045286193,0.4062539053083804
250,mbb_T20,34.888395968065744,29.240177382128667,41.62766037009365,1361,19.545496509241,0.5298069420836735
250,mbb_T20,49.66872393543112,41.62766037009365,59.26305046791458,672,16.393091184571528,0.6323772215033561
250,mbb_T20,70.71067811865476,59.26305046791458,84.36960231581453,313,12.969968420440555,0.7331059593884198
250,mbb_T20,100.66697116076413,84.36960231581453,120.11244339814311,151,10.62856243314277,0.8649401441420299
250,mbb_T20,143.3141266963557,120.11244339814311,170.99759466766963,48,5.739073907666965,0.8283639663726697
250,mbb_T20,204.02857733683695,170.99759466766963,243.4400346449093,20,4.061940668138798,0.9082775454529267
250,mbb_T20,290.4644596431972,243.4400346449093,346.5724215775732,10,3.4499005777440312,1.0909543526801935
250,mbb_T20,413.5185542000137,346.5724215775732,493.39642747481366,8,4.688129135779637,1.657503951494005
250,mbb_T20,588.7040186524744,493.39642747481366,702.4218301525182,1,0.9954342477801108,0.9954342477801109
250,mbb_T20,838.10609719326,702.4218301525182,1000.0,1,1.6908908657675317,1.6908908657675317
250,mbb_T25,5.9658317923524695,5.000000000000001,7.118229794928693,7789,7.909613966033299,0.08962195969447076
250,mbb_T25,8.493232323171238,7.118229794928693,10.133839082682117,6423,11.079355705424947,0.13824376233519023
250,mbb_T25,12.091355875609787,10.133839082682117,14.426999059072134,5096,14.931691297458148,0.2091675420238535
250,mbb_T25,17.21380993097034,14.426999059072134,20.5389389107391,3440,17.121469061817894,0.2919186245894661
250,mbb_T25,24.5063709469745,20.5389389107391,29.240177382128667,1977,16.714456208112086,0.3759143607829328
250,mbb_T25,34.888395968065744,29.240177382128667,41.62766037009365,1032,14.820685082686785,0.46134777520878073
250,mbb_T25,49.66872393543112,41.62766037009365,59.26305046791458,456,11.123883303816394,0.5209235636022466
250,mbb_T25,70.71067811865476,59.26305046791458,84.36960231581453,164,6.795766201125403,0.5306601862725978
250,mbb_T25,100.66697116076413,84.36960231581453,120.11244339814311,61,4.293657671666947,0.5497465317801785
250,mbb_T25,143.3141266963557,120.11244339814311,170.99759466766963,31,3.7064852320349146,0.6657043995574117
250,mbb_T25,204.02857733683695,170.99759466766963,243.4400346449093,12,2.437164400883279,0.7035487614546669
250,mbb_T25,290.4644596431972,243.4400346449093,346.5724215775732,4,1.3799602310976125,0.6899801155488062
250,mbb_T25,413.5185542000137,346.5724215775732,493.39642747481366,2,1.1720322839449093,0.8287519757470025
250,mbb_T25,588.7040186524744,493.39642747481366,702.4218301525182,0,,
250,mbb_T25,838.10609719326,702.4218301525182,1000.0,0,,
250,mbb_T30,5.9658317923524695,5.000000000000001,7.118229794928693,7561,7.6780833479493875,0.08830050821540471
250,mbb_T30,8.493232323171238,7.118229794928693,10.133839082682117,6029,10.399725291609373,0.13393658628601515
250,mbb_T30,12.091355875609787,10.133839082682117,14.426999059072134,4395,12.877704719844694,0.19424910343916466
250,mbb_T30,17.21380993097034,14.426999059072134,20.5389389107391,2601,12.945622392380333,0.2538357331839281
250,mbb_T30,24.5063709469745,20.5389389107391,29.240177382128667,1414,11.954598420976474,0.31791446392031397
250,mbb_T30,34.888395968065744,29.240177382128667,41.62766037009365,622,8.932622210689127,0.3581655196745728
250,mbb_T30,49.66872393543112,41.62766037009365,59.26305046791458,230,5.610730613767041,0.36996062082019465
250,mbb_T30,70.71067811865476,59.26305046791458,84.36960231581453,73,3.0249447114765506,0.3540429992360837
250,mbb_T30,100.66697116076413,84.36960231581453,120.11244339814311,35,2.4635740739072647,0.4164200220803179
250,mbb_T30,143.3141266963557,120.11244339814311,170.99759466766963,17,2.03258867563205,0.49297516488619153
250,mbb_T30,204.02857733683695,170.99759466766963,243.4400346449093,8,1.6247762672555193,0.574445158243672
250,mbb_T30,290.4644596431972,243.4400346449093,346.5724215775732,2,0.6899801155488062,0.4878896185884385
250,mbb_T30,413.5185542000137,346.5724215775732,493.39642747481366,0,,
