band_um,model,model_label,T_dust_K,alpha_mir,N_points,chi2_log,reduced_chi2_log,median_log10_model_over_obs,external_source
500,casey_T35_a15,Casey T35K a=1.5,35,1.5,3,76.26821448605676,25.42273816201892,-0.7562699512852906,Glenn et al. / Table 4 P(D) spline no FIRAS
all,casey_T35_a15,Casey T35K a=1.5,35,1.5,11,273.3447380187753,24.84952163807048,-0.6407548126573123,Glenn et al. / Table 4 P(D) spline no FIRAS
250,casey_T35_a20,Casey T35K a=2.0,35,2.0,4,66.63818797283425,16.65954699320856,-0.44384239833218386,Glenn et al. / Table 4 P(D) spline no FIRAS
350,casey_T35_a20,Casey T35K a=2.0,35,2.0,4,51.49427133748475,12.873567834371187,-0.25305503416658326,Glenn et al. / Table 4 P(D) spline no FIRAS
500,casey_T35_a20,Casey T35K a=2.0,35,2.0,3,49.58572422175265,16.528574740584215,-0.6283926909193567,Glenn et al. / Table 4 P(D) spline no FIRAS
all,casey_T35_a20,Casey T35K a=2.0,35,2.0,11,167.71818353207163,15.247107593824694,-0.44384239833218386,Glenn et al. / Table 4 P(D) spline no FIRAS
250,casey_T35_a25,Casey T35K a=2.5,35,2.5,4,25.84449485524912,6.46112371381228,-0.24961759455556598,Glenn et al. / Table 4 P(D) spline no FIRAS
350,casey_T35_a25,Casey T35K a=2.5,35,2.5,4,29.473366123755508,7.368341530938877,-0.1567343120841765,Glenn et al. / Table 4 P(D) spline no FIRAS
500,casey_T35_a25,Casey T35K a=2.5,35,2.5,3,32.93718134480672,10.979060448268905,-0.5215423323044044,Glenn et al. / Table 4 P(D) spline no FIRAS
all,casey_T35_a25,Casey T35K a=2.5,35,2.5,11,88.25504232381135,8.023185665801032,-0.24961759455556598,Glenn et al. / Table 4 P(D) spline no FIRAS
250,casey_T35_a30,Casey T35K a=3.0,35,3.0,4,15.654363941571663,3.913590985392916,-0.18805116118257975,Glenn et al. / Table 4 P(D) spline no FIRAS
350,casey_T35_a30,Casey T35K a=3.0,35,3.0,4,18.560601853183673,4.640150463295918,-0.03099508574523155,Glenn et al. / Table 4 P(D) spline no FIRAS
500,casey_T35_a30,Casey T35K a=3.0,35,3.0,3,25.415003730110236,8.471667910036745,-0.39842432459117133,Glenn et al. / Table 4 P(D) spline no FIRAS
all,casey_T35_a30,Casey T35K a=3.0,35,3.0,11,59.62996952486557,5.420906320442325,-0.18805116118257975,Glenn et al. / Table 4 P(D) spline no FIRAS
250,casey_T40_a15,Casey T40K a=1.5,40,1.5,4,170.4329826834196,42.6082456708549,-0.8504611826788001,Glenn et al. / Table 4 P(D) spline no FIRAS
350,casey_T40_a15,Casey T40K a=1.5,40,1.5,4,135.85712712412595,33.96428178103149,-0.7028338554172644,Glenn et al. / Table 4 P(D) spline no FIRAS
500,casey_T40_a15,Casey T40K a=1.5,40,1.5,3,119.61054473412555,39.87018157804185,-1.062181742768665,Glenn et al. / Table 4 P(D) spline no FIRAS
all,casey_T40_a15,Casey T40K a=1.5,40,1.5,11,425.9006545416711,38.7182413219701,-0.8504611826788001,Glenn et al. / Table 4 P(D) spline no FIRAS
250,casey_T40_a20,Casey T40K a=2.0,40,2.0,4,108.55426797187953,27.13856699296988,-0.6122783532146958,Glenn et al. / Table 4 P(D) spline no FIRAS
350,casey_T40_a20,Casey T40K a=2.0,40,2.0,4,102.35870342682873,25.58967585670718,-0.6664471112826362,Glenn et al. / Table 4 P(D) spline no FIRAS
500,casey_T40_a20,Casey T40K a=2.0,40,2.0,3,105.01942768687859,35.006475895626195,-0.8796645576065691,Glenn et al. / Table 4 P(D) spline no FIRAS
all,casey_T40_a20,Casey T40K a=2.0,40,2.0,11,315.93239908558684,28.721127189598803,-0.6664471112826362,Glenn et al. / Table 4 P(D) spline no FIRAS
250,casey_T40_a25,Casey T40K a=2.5,40,2.5,4,82.86391693211658,20.715979233029145,-0.5424225794948335,Glenn et al. / Table 4 P(D) spline no FIRAS
350,casey_T40_a25,Casey T40K a=2.5,40,2.5,4,79.13807553055908,19.78451888263977,-0.39108043846087276,Glenn et al. / Table 4 P(D) spline no FIRAS
500,casey_T40_a25,Casey T40K a=2.5,40,2.5,3,80.2535843585648,26.751194786188265,-0.8738516003636421,Glenn et al. / Table 4 P(D) spline no FIRAS
all,casey_T40_a25,Casey T40K a=2.5,40,2.5,11,242.25557682124048,22.023234256476407,-0.5424225794948335,Glenn et al. / Table 4 P(D) spline no FIRAS
250,casey_T40_a30,Casey T40K a=3.0,40,3.0,4,59.868254138924684,14.967063534731171,-0.42888674751735145,Glenn et al. / Table 4 P(D) spline no FIRAS
350,casey_T40_a30,Casey T40K a=3.0,40,3.0,4,64.61455396830962,16.153638492077405,-0.3292979752158263,Glenn et al. / Table 4 P(D) spline no FIRAS
500,casey_T40_a30,Casey T40K a=3.0,40,3.0,3,65.14572766222406,21.71524255407469,-0.6603055368859554,Glenn et al. / Table 4 P(D) spline no FIRAS
all,casey_T40_a30,Casey T40K a=3.0,40,3.0,11,189.62853576945838,17.238957797223488,-0.42888674751735145,Glenn et al. / Table 4 P(D) spline no FIRAS
250,casey_T45_a15,Casey T45K a=1.5,45,1.5,4,224.93857405866973,56.23464351466743,-0.9847952249624977,Glenn et al. / Table 4 P(D) spline no FIRAS
350,casey_T45_a15,Casey T45K a=1.5,45,1.5,4,169.85564088252931,42.46391022063233,-0.9204643490388784,Glenn et al. / Table 4 P(D) spline no FIRAS
500,casey_T45_a15,Casey T45K a=1.5,45,1.5,3,115.3253039693527,38.44176798978423,-1.1904130250708786,Glenn et al. / Table 4 P(D) spline no FIRAS
all,casey_T45_a15,Casey T45K a=1.5,45,1.5,11,510.11951891055173,46.374501719141065,-0.9847952249624977,Glenn et al. / Table 4 P(D) spline no FIRAS
250,casey_T45_a20,Casey T45K a=2.0,45,2.0,4,173.15297674117824,43.28824418529456,-0.8544178192805207,Glenn et al. / Table 4 P(D) spline no FIRAS
350,casey_T45_a20,Casey T45K a=2.0,45,2.0,4,146.57551677426596,36.64387919356649,-0.821907237920708,Glenn et al. / Table 4 P(D) spline no FIRAS
500,casey_T45_a20,Casey T45K a=2.0,45,2.0,3,120.39844026000141,40.13281342000047,-1.3209367691489606,Glenn et al. / Table 4 P(D) spline no FIRAS
all,casey_T45_a20,Casey T45K a=2.0,45,2.0,11,440.1269337754456,40.011539434131414,-0.8544178192805207,Glenn et al. / Table 4 P(D) spline no FIRAS
