band_um,model,model_label,N_points,chi2_log,reduced_chi2_log,median_log10_model_over_obs,rms_log10_model_over_obs,mean_abs_log10_model_over_obs,area_scenario,area_deg2,external_source,sky_field,survey_family,score_set
250,resthybrid75,75% ALESS,12,60.32623156449572,5.027185963707977,-0.3299867281517831,0.3615590786907149,0.3219616709582203,wang_farmer_1p278deg2,1.278,Pearson Dark Field XID,SPIRE Dark Field near North Ecliptic Pole,SPIRE Dark Field,clean_independent
250,wang_raw,Wang raw,12,46.103158476642776,3.8419298730535645,-0.3152692145142003,0.5026690068611523,0.38517353397226306,wang_farmer_1p278deg2,1.278,Pearson Dark Field XID,SPIRE Dark Field near North Ecliptic Pole,SPIRE Dark Field,clean_independent
350,aless,ALESS,10,154.50778557177273,15.450778557177273,-0.6415492760563979,0.6217550009230324,0.5749401156150682,wang_farmer_1p278deg2,1.278,Pearson Dark Field XID,SPIRE Dark Field near North Ecliptic Pole,SPIRE Dark Field,clean_independent
350,fsps_lirnorm,FSPS,10,27.014056009283113,2.7014056009283114,0.12580969114246887,0.19269258670337755,0.16034631948434175,wang_farmer_1p278deg2,1.278,Pearson Dark Field XID,SPIRE Dark Field near North Ecliptic Pole,SPIRE Dark Field,clean_independent
350,resthybrid25,25% ALESS,10,15.231695399222515,1.5231695399222516,-0.015095188544294202,0.1460437799850186,0.11606240444021534,wang_farmer_1p278deg2,1.278,Pearson Dark Field XID,SPIRE Dark Field near North Ecliptic Pole,SPIRE Dark Field,clean_independent
350,resthybrid50,50% ALESS,10,28.285210903891503,2.8285210903891502,-0.2091430007155809,0.2658173930599761,0.23491036259398687,wang_farmer_1p278deg2,1.278,Pearson Dark Field XID,SPIRE Dark Field near North Ecliptic Pole,SPIRE Dark Field,clean_independent
350,resthybrid75,75% ALESS,10,80.10190623640759,8.010190623640758,-0.43543774126545787,0.44280507993738083,0.39130261641126335,wang_farmer_1p278deg2,1.278,Pearson Dark Field XID,SPIRE Dark Field near North Ecliptic Pole,SPIRE Dark Field,clean_independent
350,wang_raw,Wang raw,10,41.01850462671185,4.101850462671186,-0.26676643663764865,0.3608388612436389,0.31087739163279193,wang_farmer_1p278deg2,1.278,Pearson Dark Field XID,SPIRE Dark Field near North Ecliptic Pole,SPIRE Dark Field,clean_independent
500,aless,ALESS,7,126.33436305930314,18.04776615132902,-0.6607330254091404,0.7592453830722372,0.726637281772515,wang_farmer_1p278deg2,1.278,Pearson Dark Field XID,SPIRE Dark Field near North Ecliptic Pole,SPIRE Dark Field,clean_independent
500,fsps_lirnorm,FSPS,7,25.12611031466577,3.5894443306665385,0.2346403826288062,0.2517625320734596,0.2112482467022356,wang_farmer_1p278deg2,1.278,Pearson Dark Field XID,SPIRE Dark Field near North Ecliptic Pole,SPIRE Dark Field,clean_independent
500,resthybrid25,25% ALESS,7,8.674119993099573,1.2391599990142248,0.039104908296133556,0.16562964369907468,0.13823430856108632,wang_farmer_1p278deg2,1.278,Pearson Dark Field XID,SPIRE Dark Field near North Ecliptic Pole,SPIRE Dark Field,clean_independent
500,resthybrid50,50% ALESS,7,16.05721789116392,2.293888270166274,-0.1338378137428265,0.2868252743722614,0.2308611085517825,wang_farmer_1p278deg2,1.278,Pearson Dark Field XID,SPIRE Dark Field near North Ecliptic Pole,SPIRE Dark Field,clean_independent
500,resthybrid75,75% ALESS,7,55.30724886047267,7.901035551496095,-0.4091589129273978,0.5008276635047787,0.45947497490845063,wang_farmer_1p278deg2,1.278,Pearson Dark Field XID,SPIRE Dark Field near North Ecliptic Pole,SPIRE Dark Field,clean_independent
500,wang_raw,Wang raw,7,42.55340560022521,6.079057942889316,-0.3316955655355522,0.48532725777999164,0.4122349579899088,wang_farmer_1p278deg2,1.278,Pearson Dark Field XID,SPIRE Dark Field near North Ecliptic Pole,SPIRE Dark Field,clean_independent
all,aless,ALESS,29,395.44275454802425,13.635957053380146,-0.6415492760563979,,,wang_farmer_1p278deg2,1.278,Pearson Dark Field XID,SPIRE Dark Field near North Ecliptic Pole,SPIRE Dark Field,clean_independent
all,fsps_lirnorm,FSPS,29,59.810049864623636,2.062415512573229,0.12580969114246887,,,wang_farmer_1p278deg2,1.278,Pearson Dark Field XID,SPIRE Dark Field near North Ecliptic Pole,SPIRE Dark Field,clean_independent
all,resthybrid25,25% ALESS,29,31.028744658044452,1.0699567123463605,-0.015095188544294202,,,wang_farmer_1p278deg2,1.278,Pearson Dark Field XID,SPIRE Dark Field near North Ecliptic Pole,SPIRE Dark Field,clean_independent
all,resthybrid50,50% ALESS,29,66.62213685156368,2.2973150638470234,-0.160381186346327,,,wang_farmer_1p278deg2,1.278,Pearson Dark Field XID,SPIRE Dark Field near North Ecliptic Pole,SPIRE Dark Field,clean_independent
all,resthybrid75,75% ALESS,29,195.73538666137597,6.749496091771585,-0.4091589129273978,,,wang_farmer_1p278deg2,1.278,Pearson Dark Field XID,SPIRE Dark Field near North Ecliptic Pole,SPIRE Dark Field,clean_independent
all,wang_raw,Wang raw,29,129.67506870357983,4.4715540932268905,-0.3152692145142003,,,wang_farmer_1p278deg2,1.278,Pearson Dark Field XID,SPIRE Dark Field near North Ecliptic Pole,SPIRE Dark Field,clean_independent
250,aless,ALESS,13,202.04363994318396,15.541818457167997,-0.3549359111541352,0.40403940339511013,0.3520172852357283,wang_farmer_1p278deg2,1.278,Valiante H-ATLAS DR1,H-ATLAS DR1 GAMA9+GAMA12+GAMA15,H-ATLAS,clean_independent
250,fsps_lirnorm,FSPS,13,91.89584835091298,7.068911411608691,0.2669241870194513,0.3267405850879772,0.2716515346347912,wang_farmer_1p278deg2,1.278,Valiante H-ATLAS DR1,H-ATLAS DR1 GAMA9+GAMA12+GAMA15,H-ATLAS,clean_independent
250,resthybrid25,25% ALESS,13,31.061261294093676,2.3893277918533595,0.0877071514370175,0.2796181101541153,0.20235188977244437,wang_farmer_1p278deg2,1.278,Valiante H-ATLAS DR1,H-ATLAS DR1 GAMA9+GAMA12+GAMA15,H-ATLAS,clean_independent
250,resthybrid50,50% ALESS,13,36.16956665269347,2.7822743578994977,-0.10901076717683925,0.18042041360067312,0.17080832410441044,wang_farmer_1p278deg2,1.278,Valiante H-ATLAS DR1,H-ATLAS DR1 GAMA9+GAMA12+GAMA15,H-ATLAS,clean_independent
250,resthybrid75,75% ALESS,13,112.17845641196492,8.629112031689608,-0.23305175760661165,0.2883359256012145,0.2431670796478042,wang_farmer_1p278deg2,1.278,Valiante H-ATLAS DR1,H-ATLAS DR1 GAMA9+GAMA12+GAMA15,H-ATLAS,clean_independent
250,wang_raw,Wang raw,9,89.44314054927628,9.938126727697364,-0.4042860706452607,0.5531521181447064,0.48774786673305187,wang_farmer_1p278deg2,1.278,Valiante H-ATLAS DR1,H-ATLAS DR1 GAMA9+GAMA12+GAMA15,H-ATLAS,clean_independent
350,aless,ALESS,13,189.74351445019715,14.595654957707474,-0.13574250649791758,0.41584364213044755,0.3243803632129788,wang_farmer_1p278deg2,1.278,Valiante H-ATLAS DR1,H-ATLAS DR1 GAMA9+GAMA12+GAMA15,H-ATLAS,clean_independent
350,fsps_lirnorm,FSPS,13,215.8140141733738,16.601078013336448,0.4811517265703348,0.5687069193189227,0.49575614134264206,wang_farmer_1p278deg2,1.278,Valiante H-ATLAS DR1,H-ATLAS DR1 GAMA9+GAMA12+GAMA15,H-ATLAS,clean_independent
350,resthybrid25,25% ALESS,13,75.99043328563415,5.845417945048781,0.17300597979932775,0.3544363128938015,0.26832615973485274,wang_farmer_1p278deg2,1.278,Valiante H-ATLAS DR1,H-ATLAS DR1 GAMA9+GAMA12+GAMA15,H-ATLAS,clean_independent
350,resthybrid50,50% ALESS,13,77.14579930021885,5.9342922538629885,0.27891541669457065,0.3995299869229122,0.34927837407922213,wang_farmer_1p278deg2,1.278,Valiante H-ATLAS DR1,H-ATLAS DR1 GAMA9+GAMA12+GAMA15,H-ATLAS,clean_independent
350,resthybrid75,75% ALESS,13,152.44086752956602,11.726220579197387,0.09174878227459896,0.4799423475984687,0.4332300092278621,wang_farmer_1p278deg2,1.278,Valiante H-ATLAS DR1,H-ATLAS DR1 GAMA9+GAMA12+GAMA15,H-ATLAS,clean_independent
350,wang_raw,Wang raw,5,70.74302581951733,14.148605163903465,-0.4571757456810955,0.39320270909646243,0.3661597035768879,wang_farmer_1p278deg2,1.278,Valiante H-ATLAS DR1,H-ATLAS DR1 GAMA9+GAMA12+GAMA15,H-ATLAS,clean_independent
500,aless,ALESS,13,151.46231989823912,11.650947684479933,0.17397364718311226,0.6654797243002244,0.58844770796892,wang_farmer_1p278deg2,1.278,Valiante H-ATLAS DR1,H-ATLAS DR1 GAMA9+GAMA12+GAMA15,H-ATLAS,clean_independent
500,fsps_lirnorm,FSPS,13,279.83363745887016,21.525664419913088,0.8930153048473667,0.8903120429203569,0.801366875639422,wang_farmer_1p278deg2,1.278,Valiante H-ATLAS DR1,H-ATLAS DR1 GAMA9+GAMA12+GAMA15,H-ATLAS,clean_independent
500,resthybrid25,25% ALESS,13,122.53053182038042,9.425425524644648,0.7238141827055324,0.6991384543544565,0.5921548493182941,wang_farmer_1p278deg2,1.278,Valiante H-ATLAS DR1,H-ATLAS DR1 GAMA9+GAMA12+GAMA15,H-ATLAS,clean_independent
500,resthybrid50,50% ALESS,13,103.82211831950978,7.986316793808445,0.5752802440718161,0.7022218778782152,0.6116083155611655,wang_farmer_1p278deg2,1.278,Valiante H-ATLAS DR1,H-ATLAS DR1 GAMA9+GAMA12+GAMA15,H-ATLAS,clean_independent
500,resthybrid75,75% ALESS,13,97.98847921494054,7.537575324226196,0.41997463640839283,0.5964376318135001,0.5555980702040383,wang_farmer_1p278deg2,1.278,Valiante H-ATLAS DR1,H-ATLAS DR1 GAMA9+GAMA12+GAMA15,H-ATLAS,clean_independent
500,wang_raw,Wang raw,4,67.50816093647643,16.877040234119107,-0.5624867006576286,0.5576164062285272,0.5335863989595875,wang_farmer_1p278deg2,1.278,Valiante H-ATLAS DR1,H-ATLAS DR1 GAMA9+GAMA12+GAMA15,H-ATLAS,clean_independent
all,aless,ALESS,39,543.2494742916202,13.929473699785134,-0.13574250649791758,,,wang_farmer_1p278deg2,1.278,Valiante H-ATLAS DR1,H-ATLAS DR1 GAMA9+GAMA12+GAMA15,H-ATLAS,clean_independent
all,fsps_lirnorm,FSPS,39,587.543499983157,15.065217948286076,0.4811517265703348,,,wang_farmer_1p278deg2,1.278,Valiante H-ATLAS DR1,H-ATLAS DR1 GAMA9+GAMA12+GAMA15,H-ATLAS,clean_independent
all,resthybrid25,25% ALESS,39,229.58222640010825,5.88672375384893,0.17300597979932775,,,wang_farmer_1p278deg2,1.278,Valiante H-ATLAS DR1,H-ATLAS DR1 GAMA9+GAMA12+GAMA15,H-ATLAS,clean_independent
all,resthybrid50,50% ALESS,39,217.1374842724221,5.567627801856977,0.27891541669457065,,,wang_farmer_1p278deg2,1.278,Valiante H-ATLAS DR1,H-ATLAS DR1 GAMA9+GAMA12+GAMA15,H-ATLAS,clean_independent
all,resthybrid75,75% ALESS,39,362.60780315647145,9.297635978371062,0.09174878227459896,,,wang_farmer_1p278deg2,1.278,Valiante H-ATLAS DR1,H-ATLAS DR1 GAMA9+GAMA12+GAMA15,H-ATLAS,clean_independent
all,wang_raw,Wang raw,18,227.69432730527004,12.649684850292779,-0.43073090816317805,,,wang_farmer_1p278deg2,1.278,Valiante H-ATLAS DR1,H-ATLAS DR1 GAMA9+GAMA12+GAMA15,H-ATLAS,clean_independent
